paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
5390881220f70186a0d7dbe2,querying multidimensional data indexed using the hilbert spacefilling curve,"j k lawder, p j h king",acm sigmod record,2001,q,53e9a603b7602d9702f3154b,querying multidimensional data indexed using the hilbert spacefilling curve,"jonathan k lawder, peter j h king",sigmod record,2001,q,1.0,5390881220f70186a0d7dbe253e9a603b7602d9702f3154b
5390881220f70186a0d7e28e,a web odyssey from codd to xml,victor vianu,pods 01 proceedings of the twentieth acm sigmodsigactsigart symposium on principles of database systems,2001,a,53e9a1b6b7602d9702aad06b,a web odyssey from codd to xml,victor vianu,sigmod record,2003,a,1.0,5390881220f70186a0d7e28e53e9a1b6b7602d9702aad06b
5390881220f70186a0d7e307,materialized view selection and maintenance using multiquery optimization,"hoshi mistry, prasan roy, s sudarshan, krithi ramamritham",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,m,53e9ab07b7602d9703487d76,materialized view selection and maintenance using multiquery optimization,"hoshi mistry, prasan roy, s sudarshan 0001, krithi ramamritham",sigmod conference,2001,m,1.0,5390881220f70186a0d7e30753e9ab07b7602d9703487d76
5390881220f70186a0d7e2ef,filtering algorithms and implementation for very fast publishsubscribe systems,"françoise fabret, h arno jacobsen, françois llirbat, joăo pereira, kenneth a ross, dennis shasha",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,f,53e99e71b7602d9702736232,filtering algorithms and implementation for very fast publishsubscribe,"françoise fabret, hansarno jacobsen, françois llirbat, joão pereira, kenneth a ross, dennis shasha",sigmod conference,2001,f,0.8888888888888888,5390881220f70186a0d7e2ef53e99e71b7602d9702736232
5390881220f70186a0d7e2f2,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh, kaushik chakrabarti, michael pazzani, sharad mehrotra",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,l,53e9b179b7602d9703c00992,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn j keogh, kaushik chakrabarti, sharad mehrotra, michael j pazzani",sigmod conference,2001,l,1.0,5390881220f70186a0d7e2f253e9b179b7602d9703c00992
5390881220f70186a0d7e341,ominisearch a method for searching dynamic content on the web,"david buttler, ling liu, calton pu, henrique paques, wei han, wei tang",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,o,53e9a343b7602d9702c4b2be,ominisearch a method for searching dynamic content on the web,"david buttler, ling liu, calton pu, henrique paques",sigmod conference,2001,o,1.0,5390881220f70186a0d7e34153e9a343b7602d9702c4b2be
5390881220f70186a0d7e340,vqbd exploring semistructured data,"sudarshan s chawathe, thomas baby, jihwang yoo",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,v,53e99ac4b7602d970234037a,vqbd exploring semistructured data,"sudarshan s chawathe, thomas baby, jihwang yeo",sigmod conference,2001,v,1.0,5390881220f70186a0d7e34053e99ac4b7602d970234037a
5390881220f70186a0d7e350,retina a realtime traffic navigation system,"kamyiu lam, edward chan, teiwei kuo, s w ng, dick hung",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,r,53e9a61fb7602d9702f4b943,retina a realtime traffic navigation system,"kamyiu lam, edward chan, teiwei kuo, s w ng, dick hung",sigmod conference,2001,r,1.0,5390881220f70186a0d7e35053e9a61fb7602d9702f4b943
5390881220f70186a0d7e32d,catalog management in websphere commerce suite,thomas maguire,sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,c,53e99e31b7602d97026f63b6,catalog management in websphere commerce suite,thomas maguire,sigmod conference,2001,c,1.0,5390881220f70186a0d7e32d53e99e31b7602d97026f63b6
5390881220f70186a0d7e339,"cosima your smart, speaking esalesperson","werner kieβling, stefan holland, stefan fischer, thorsten ehm",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,c,53e99d0cb7602d97025bf967,"cosima  your smart, speaking esalesperson","werner kießling, stefan holland, stefan fischer 0003, thorsten ehm",sigmod conference,2001,c,1.0,5390881220f70186a0d7e33953e99d0cb7602d97025bf967
5390881220f70186a0d7e33e,monitoring business processes through event correlation based on dependency model,"asaf adii, david botzer, opher etzion, tali yatzkarhaham",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,m,53e9a92ab7602d970327bfd9,monitoring business processes through event correlation based on dependency model,"asaf adi, david botzer, opher etzion, tali yatzkarhaham",sigmod conference,2001,m,1.0,5390881220f70186a0d7e33e53e9a92ab7602d970327bfd9
5390881220f70186a0d7e36c,models and languages for describing and discovering eservices,"fabio casati, mingchien shan",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,m,53e9ba17b7602d970461f57c,models and languages for describing and discovering eservices,"fabio casati, mingchien shan",sigmod conference,2001,m,1.0,5390881220f70186a0d7e36c53e9ba17b7602d970461f57c
5390881220f70186a0d7e361,application servers panel session bornagain tp monitors for the web,"c mohan, larry cable, matthieu devin, scott dietzen, pat helland, dan wolfson",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,a,53e99bd5b7602d97024803e0,application servers bornagain tp monitors for the web panel abstract,c mohan,sigmod conference,2001,a,0.8181818181818182,5390881220f70186a0d7e36153e99bd5b7602d97024803e0
5390881220f70186a0d7e35b,xml data management panel session go native or spruce up relational systems,"peråke larson, dana florescu, goetz graefe, guido moerkotte, hamid pirahesh, harald schöning",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,x,53e9a9ebb7602d9703351b74,xml data management go native or spruce up relational systems panel abstract,peråke larson,sigmod conference,2001,x,0.8461538461538461,5390881220f70186a0d7e35b53e9a9ebb7602d9703351b74
5390881220f70186a0d7e35f,will database researchers have any role in data security panel session,"arnon rosenthal, klaus dittrich, jim donahue, bill maimone",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,w,53e9b42fb7602d9703f25796,will database researchers have any role in data security panel abstract,arnon rosenthal,sigmod conference,2001,w,0.8333333333333334,5390881220f70186a0d7e35f53e9b42fb7602d9703f25796
5390881220f70186a0d7e356,dnaminer a system prototype for mining dna sequences,"jiawei han, hasan jamil, ying lu, liangyou chen, yaqin liao, jian pei",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,d,53e9a408b7602d9702d216ce,dnaminer a system prototype for mining dna sequences,"jiawei han, hasan m jamil, ying lu, liangyou chen, yaqin liao, jian pei",sigmod conference,2001,d,1.0,5390881220f70186a0d7e35653e9a408b7602d9702d216ce
5390881220f70186a0d7e351,dynamic content acceleration a caching solution to enable scalable dynamic web page generation,"anindya datta, kaushik dutta, krithi ramamritham, helen thomas, debra vandermeer",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,d,53e9ace1b7602d97036bc3fb,dynamic content acceleration a caching solution to enable scalable dynamic web page generation,"anindya datta, kaushik dutta, krithi ramamritham, helen m thomas, debra e vandermeer",sigmod conference,2001,d,1.0,5390881220f70186a0d7e35153e9ace1b7602d97036bc3fb
5390881220f70186a0d7e343,securing xml documents the authorx project demonstration,"elisa bertino, silvana castano, elena ferrari",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,s,53e9a711b7602d9703045fde,securing xml documents the authorx project demonstration,"elisa bertino, silvana castano, elena ferrari",sigmod conference,2001,s,1.0,5390881220f70186a0d7e34353e9a711b7602d9703045fde
5390881220f70186a0d7e344,"sangam  a solution to support multiple data models, their mappings and maintenance","kajal t claypool, elke a rundensteiner, xin zhang, su hong, harumi kuno, wangchien lee, gail mitchell",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,s,53e9a824b7602d970316ca62,"gangam  a solution to support multiple data models, their mappings and maintenance","kajal t claypool, elke a rundensteiner, xin zhang 0002, hong su, harumi a kuno, wangchien lee, gail mitchell",sigmod conference,2001,g,0.8461538461538461,5390881220f70186a0d7e34453e9a824b7602d970316ca62
5390881220f70186a0d7f81c,realtime database  similarity and resource scheduling,"teiwei kuo, aloysius k mok",acm sigmod record,1996,r,53e99f35b7602d9702805451,realtime database  similarity semantics and resource scheduling,"teiwei kuo, aloysius k mok",sigmod record,1996,r,0.8571428571428571,5390881220f70186a0d7f81c53e99f35b7602d9702805451
5390881220f70186a0d7f81f,exploiting main memory dbms features to improve realtime concurrency control protocols,"özgür ulusoy, alejandro buchmann",acm sigmod record,1996,e,53e9abdab7602d9703592eb5,exploiting main memory dbms features to improve realtime concurrency control protocols,"özgür ulusoy, alejandro p buchmann",sigmod record,1996,e,1.0,5390881220f70186a0d7f81f53e9abdab7602d9703592eb5
5390881220f70186a0d7f81a,realtime index concurrency control,"jayant r haritsa, s seshadri",acm sigmod record,1996,r,53e9ad92b7602d970378f854,realtime index concurrency control,"jayant r haritsa, s seshadri",sigmod record,1996,r,1.0,5390881220f70186a0d7f81a53e9ad92b7602d970378f854
5390881220f70186a0d7f820,enhancing external consistency in realtime transactions,"kweijay lin, chingshan peng",acm sigmod record,1996,e,53e9a25cb7602d9702b657f2,enhancing external consistency in realtime transactions,"kweijay lin, shingshan peng",sigmod record,1996,e,1.0,5390881220f70186a0d7f82053e9a25cb7602d9702b657f2
5390881220f70186a0d7f829,workshop report the first international workshop on active and realtime database systems artdb95,"mikael berndtsson, jörgen hansson",acm sigmod record,1996,w,53e99eb5b7602d970277f14a,workshop report the first international workshop on active and realtime database systems artdb95,"mikael berndtsson, jörgen hansson",sigmod record,1996,w,1.0,5390881220f70186a0d7f82953e99eb5b7602d970277f14a
5390881220f70186a0d7f823,overview of the stanford realtime information processor strip,"brad adelberg, ben kao, hector garciamolina",acm sigmod record,1996,o,53e9accbb7602d97036a9957,overview of the stanford realtime information processor strip,"brad adelberg, ben kao, hector garciamolina",sigmod record,1996,o,1.0,5390881220f70186a0d7f82353e9accbb7602d97036a9957
5390881220f70186a0d7f82d,object query standards,andrew e wade,acm sigmod record,1996,o,53e9983db7602d9702063cf1,object query standards,andrew e wade,sigmod record,1996,o,1.0,5390881220f70186a0d7f82d53e9983db7602d9702063cf1
5390881220f70186a0d7f822,deeds towards a distributed and active realtime database system,"s f andler, j hansson, j eriksson, j mellin, m berndtsson, b eftring",acm sigmod record,1996,d,53e9a593b7602d9702eb9db0,deeds towards a distributed and active realtime database system,"sten andler, jörgen hansson, joakim eriksson, jonas mellin, mikael berndtsson, bengt eftring",sigmod record,1996,d,1.0,5390881220f70186a0d7f82253e9a593b7602d9702eb9db0
5390881220f70186a0d7f831,"shutdown, budget, and funding",xiaolei qian,acm sigmod record,1996,s,53e99b1bb7602d97023b1913,"shutdown, budget, and funding",xiaolei qian,sigmod record,1996,s,1.0,5390881220f70186a0d7f83153e99b1bb7602d97023b1913
5390881220f70186a0d7f830,mqseries and cics link for lotus notes,lotus development corp,acm sigmod record,1996,m,53e9af33b7602d970396e6ca,mqseries and cics link for lotus notes,,sigmod record,1996,m,1.0,5390881220f70186a0d7f83053e9af33b7602d970396e6ca
5390881220f70186a0d7f82e,"database research at the indian institute of technology, bombay","d b phatak, n l sarda, s seshadri, s sudarshan",acm sigmod record,1996,d,53e99cdfb7602d9702593ea4,"database research at the indian institute of technology, bombay","d b phatak, nandlal l sarda, s seshadri, s sudarshan 0001",sigmod record,1996,d,1.0,5390881220f70186a0d7f82e53e99cdfb7602d9702593ea4
5390881220f70186a0d7f82b,database research at arizona state university,"susan d urban, suzanne w dietrich, forouzan golshani",acm sigmod record,1996,d,53e9b938b7602d97045251fa,database research at arizona state university,"susan darling urban, suzanne w dietrich, forouzan golshani",sigmod record,1996,d,1.0,5390881220f70186a0d7f82b53e9b938b7602d97045251fa
5390881220f70186a0d7f82c,lifestreams a storage model for personal data,"eric freeman, david gelernter",acm sigmod record,1996,l,53e9b666b7602d97041c780c,lifestreams a storage model for personal data,"eric freeman, david gelernter",sigmod record,1996,l,1.0,5390881220f70186a0d7f82c53e9b666b7602d97041c780c
5390881220f70186a0d7f82a,integrating contents and structure in text retrieval,"ricardo baezayates, gonzalo navarro",acm sigmod record,1996,i,53e9ae0bb7602d9703816130,integrating contents and structure in text retrieval,"ricardo a baezayates, gonzalo navarro",sigmod record,1996,i,1.0,5390881220f70186a0d7f82a53e9ae0bb7602d9703816130
5390881220f70186a0d7f812,advances in realtime database systems research,azer bestavros,acm sigmod record,1996,a,53e9a487b7602d9702da2c2d,advances in realtime database systems research,azer bestavros,sigmod record,1996,a,1.0,5390881220f70186a0d7f81253e9a487b7602d9702da2c2d
5390881220f70186a0d7f821,improving timeliness in realtime secure database systems,"sang h son, rasikan david, bhavani thuraisingham",acm sigmod record,1996,i,53e9a388b7602d9702c982e5,improving timeliness in realtime secure database systems,"sang hyuk son, rasikan david, bhavani m thuraisingham",sigmod record,1996,i,1.0,5390881220f70186a0d7f82153e9a388b7602d9702c982e5
5390881820f70186a0d8110d,the ntier hub technology,"rainer a sommer, thomas r gulledge, david bailey",acm sigmod record,2002,t,53e9b577b7602d97040b62bf,the ntier hub technology,"rainer a sommer, thomas r gulledge, david bailey",sigmod record,2002,t,1.0,5390881820f70186a0d8110d53e9b577b7602d97040b62bf
5390881820f70186a0d81110,conceptual modeling and specification generation for b2b business processes based on ebxml,hyoungdo kim,acm sigmod record,2002,c,53e9a01fb7602d97029056d6,conceptual modeling and specification generation for b2b business process based on ebxml,hyoungdo kim,sigmod record,2002,c,0.8461538461538461,5390881820f70186a0d8111053e9a01fb7602d97029056d6
5390881820f70186a0d8110f,contracting in the days of ebusiness,"w hümmer, w lehner, h wedekind",acm sigmod record,2002,c,53e9a603b7602d9702f32f8e,contracting in the days of ebusiness,"wolfgang hümmer, wolfgang lehner, hartmut wedekind",sigmod record,2002,c,1.0,5390881820f70186a0d8110f53e9a603b7602d9702f32f8e
5390881820f70186a0d8110e,an active functionality service for ebusiness applications,"m cilia, a p buchmann",acm sigmod record,2002,a,53e9ab42b7602d97034d4ff3,an active functionality service for ebusiness applications,"mariano cilia, alejandro p buchmann",sigmod record,2002,a,1.0,5390881820f70186a0d8110e53e9ab42b7602d97034d4ff3
5390881820f70186a0d81113,a multiagent system infrastructure for software component marketplace an ontological perspective,"riza cenk erdur, oğuz dikenelli",acm sigmod record,2002,a,53e9bd8cb7602d9704a359db,a multiagent system infrastructure for software component marketplace an ontological perspective,"riza cenk erdur, oguz dikenelli",sigmod record,2002,a,1.0,5390881820f70186a0d8111353e9bd8cb7602d9704a359db
558e0bce0cf2e667580509be,book review column,karl aberer,acm sigmod record,2002,b,53e997e9b7602d9701fe4526,book review column,karl aberer,sigmod record,2001,b,1.0,558e0bce0cf2e667580509be53e997e9b7602d9701fe4526
558e0bce0cf2e667580509be,book review column,karl aberer,acm sigmod record,2002,b,53e997e9b7602d9701fe4527,book review column,karl aberer,sigmod record,2003,b,1.0,558e0bce0cf2e667580509be53e997e9b7602d9701fe4527
558e0bce0cf2e667580509be,book review column,karl aberer,acm sigmod record,2002,b,53e997e9b7602d9701fe4525,book review column,karl aberer,sigmod record,2003,b,1.0,558e0bce0cf2e667580509be53e997e9b7602d9701fe4525
5390881820f70186a0d81115,the role of b2b engines in b2b integration architectures,christoph bussler,acm sigmod record,2002,t,53e9b520b7602d9704054085,the role of b2b engines in b2b integration architectures,christoph bussler,sigmod record,2002,t,1.0,5390881820f70186a0d8111553e9b520b7602d9704054085
5390881820f70186a0d8110b,the design and performance evaluation of alternative xml storage strategies,"feng tian, david j dewitt, jianjun chen, chun zhang",acm sigmod record,2002,t,53e9b495b7602d9703f9b093,the design and performance evaluation of alternative xml storage strategies,"feng tian, david j dewitt, jianjun chen 0001, chun zhang",sigmod record,2002,t,1.0,5390881820f70186a0d8110b53e9b495b7602d9703f9b093
5390881820f70186a0d81114,supply chain infrastructures system integration and information sharing,"michael o ball, meng ma, louiqa raschid, zhengying zhao",acm sigmod record,2002,s,53e9a0eeb7602d97029d912e,supply chain infrastructures system integration and information sharing,"michael o ball, meng ma, louiqa raschid, zhengying zhao",sigmod record,2002,s,1.0,5390881820f70186a0d8111453e9a0eeb7602d97029d912e
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,r,53e99b0ab7602d970239c219,reminiscences on influential papers,"kenneth a ross, johannes gehrke, jun rao",sigmod record,2003,r,1.0,5590d0800cf25001c36ef0ad53e99b0ab7602d970239c219
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,r,53e99b0ab7602d970239c211,reminiscences on influential papers,"kenneth a ross, flip korn, renée j miller, kaladhar voruganti",sigmod record,2002,r,1.0,5590d0800cf25001c36ef0ad53e99b0ab7602d970239c211
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,r,53e99b0ab7602d970239c217,reminiscences on influential papers,richard t snodgrass,sigmod record,1998,r,1.0,5590d0800cf25001c36ef0ad53e99b0ab7602d970239c217
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,r,53e99b0ab7602d970239c218,reminiscences on influential papers,"kenneth a ross, stefano ceri, luis gravano, peråke larson, leonid libkin, tova milo",sigmod record,2001,r,1.0,5590d0800cf25001c36ef0ad53e99b0ab7602d970239c218
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,r,53e99b0ab7602d970239c216,reminiscences on influential papers,"richard t snodgrass, hector garciamolina, tomasz imielinski, david maier, patricia g selinger, jeffrey d ullman",sigmod record,1998,r,1.0,5590d0800cf25001c36ef0ad53e99b0ab7602d970239c216
5390881820f70186a0d8111c,report on the 18th british national conference on databases bncod,"carole goble, brian read",acm sigmod record,2002,r,53e9b62eb7602d970418b0b2,report on the 18th british national conference on databases bncod,"carole a goble, brian j read",sigmod record,2002,r,1.0,5390881820f70186a0d8111c53e9b62eb7602d970418b0b2
5390881820f70186a0d8111a,the xml typechecking problem,dan suciu,acm sigmod record,2002,t,53e99af2b7602d970237e0d4,the xml typechecking problem,dan suciu,sigmod record,2002,t,1.0,5390881820f70186a0d8111a53e99af2b7602d970237e0d4
5390881820f70186a0d8111b,too much middleware,michael stonebraker,acm sigmod record,2002,t,53e9984fb7602d970208794b,too much middleware,michael stonebraker,sigmod record,2002,t,1.0,5390881820f70186a0d8111b53e9984fb7602d970208794b
5390881820f70186a0d8111e,why i like working in academia,richard thomas snodgrass,acm sigmod record,2002,w,53e9a9b7b7602d9703314db9,why i like working in academia,richard t snodgrass,sigmod record,2002,w,1.0,5390881820f70186a0d8111e53e9a9b7b7602d9703314db9
5390881820f70186a0d8110c,supporting global user profiles through trusted authorities,ibrahim cingil,acm sigmod record,2002,s,53e9b388b7602d9703e6a0ee,supporting global user profiles through trusted authorities,ibrahim cingil,sigmod record,2002,s,1.0,5390881820f70186a0d8110c53e9b388b7602d9703e6a0ee
5390882d20f70186a0d8daa3,efficient integration and aggregation of historical information,"mirek riedewald, divyakant agrawal, amr el abbadi",proceedings of the 2002 acm sigmod international conference on management of data,2002,e,53e9bd38b7602d97049c8d35,efficient integration and aggregation of historical information,"mirek riedewald, divyakant agrawal, amr el abbadi",sigmod conference,2002,e,1.0,5390882d20f70186a0d8daa353e9bd38b7602d97049c8d35
5390882d20f70186a0d8daa9,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny, louiqa raschid, maria esther vidal, tolga urhan, laura bright",proceedings of the 2002 acm sigmod international conference on management of data,2002,e,53e9acf0b7602d97036d0dd2,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny, louiqa raschid, mariaesther vidal, tolga urhan, laura bright",sigmod conference,2002,e,1.0,5390882d20f70186a0d8daa953e9acf0b7602d97036d0dd2
5390882d20f70186a0d8daa8,besteffort cache synchronization with source cooperation,"chris olston, jennifer widom",proceedings of the 2002 acm sigmod international conference on management of data,2002,b,53e9a1fbb7602d9702afe063,besteffort cache synchronization with source cooperation,"chris olston, jennifer widom",sigmod conference,2002,b,1.0,5390882d20f70186a0d8daa853e9a1fbb7602d9702afe063
5390882d20f70186a0d8daa5,ratebased query optimization for streaming information sources,"stratis d viglas, jeffrey f naughton",proceedings of the 2002 acm sigmod international conference on management of data,2002,r,53e9a7f1b7602d9703132dca,ratebased query optimization for streaming information sources,"stratis viglas, jeffrey f naughton",sigmod conference,2002,r,1.0,5390882d20f70186a0d8daa553e9a7f1b7602d9703132dca
5390882d20f70186a0d8daae,implementing database operations using simd instructions,"jingren zhou, kenneth a ross",proceedings of the 2002 acm sigmod international conference on management of data,2002,i,53e9ad8db7602d97037825e7,implementing database operations using simd instructions,"jingren zhou, kenneth a ross",sigmod conference,2002,i,1.0,5390882d20f70186a0d8daae53e9ad8db7602d97037825e7
5390882d20f70186a0d8dab2,qursed querying and reporting semistructured data,"yannis papakonstantinou, michalis petropoulos, vasilis vassalos",proceedings of the 2002 acm sigmod international conference on management of data,2002,q,53e9b3f6b7602d9703ee8540,qursed querying and reporting semistructured data,"yannis papakonstantinou, michalis petropoulos, vasilis vassalos",sigmod conference,2002,q,1.0,5390882d20f70186a0d8dab253e9b3f6b7602d9703ee8540
5390882d20f70186a0d8dab1,statix making xml count,"juliana freire, jayant r haritsa, maya ramanath, prasan roy, jérôme siméon",proceedings of the 2002 acm sigmod international conference on management of data,2002,s,53e99b16b7602d97023a7500,statix making xml count,"juliana freire, jayant r haritsa, maya ramanath, prasan roy, jérôme siméon",sigmod conference,2002,s,1.0,5390882d20f70186a0d8dab153e99b16b7602d97023a7500
5390882d20f70186a0d8daa6,continuously adaptive continuous queries over streams,"samuel madden, mehul shah, joseph m hellerstein, vijayshankar raman",proceedings of the 2002 acm sigmod international conference on management of data,2002,c,53e9aa57b7602d97033c7c24,continuously adaptive continuous queries over streams,"samuel madden, mehul a shah, joseph m hellerstein, vijayshankar raman",sigmod conference,2002,c,1.0,5390882d20f70186a0d8daa653e9aa57b7602d97033c7c24
5390882d20f70186a0d8dab5,workflow management with service quality guarantees,"michael gillmann, gerhard weikum, wolfgang wonner",proceedings of the 2002 acm sigmod international conference on management of data,2002,w,53e9ac33b7602d97035fcb94,workflow management with service quality guarantees,"michael gillmann, gerhard weikum, wolfgang wonner",sigmod conference,2002,w,1.0,5390882d20f70186a0d8dab553e9ac33b7602d97035fcb94
5390882d20f70186a0d8daa4,an adaptive peertopeer network for distributed caching of olap results,"panos kalnis, wee siong ng, beng chin ooi, dimitris papadias, kianlee tan",proceedings of the 2002 acm sigmod international conference on management of data,2002,a,53e9a841b7602d970318b89c,an adaptive peertopeer network for distributed caching of olap results,"panos kalnis, wee siong ng, beng chin ooi, dimitris papadias, kianlee tan",sigmod conference,2002,a,1.0,5390882d20f70186a0d8daa453e9a841b7602d970318b89c
5390882d20f70186a0d8dabb,efficient algorithms for minimizing tree pattern queries,prakash ramanan,proceedings of the 2002 acm sigmod international conference on management of data,2002,e,53e9bae6b7602d97047129f6,efficient algorithms for minimizing tree pattern queries,prakash ramanan,sigmod conference,2002,e,1.0,5390882d20f70186a0d8dabb53e9bae6b7602d97047129f6
5390882d20f70186a0d8dab8,exploiting statistics on query expressions for optimization,"nicolas bruno, surajit chaudhuri",proceedings of the 2002 acm sigmod international conference on management of data,2002,e,53e9b30ab7602d9703dd20e6,exploiting statistics on query expressions for optimization,"nicolas bruno, surajit chaudhuri",sigmod conference,2002,e,1.0,5390882d20f70186a0d8dab853e9b30ab7602d9703dd20e6
5390882d20f70186a0d8dab7,a scalable hash ripple join algorithm,"gang luo, curt j ellmann, peter j haas, jeffrey f naughton",proceedings of the 2002 acm sigmod international conference on management of data,2002,a,53e9bb1db7602d970475ac9e,a scalable hash ripple join algorithm,"gang luo, curt j ellmann, peter j haas, jeffrey f naughton",sigmod conference,2002,a,1.0,5390882d20f70186a0d8dab753e9bb1db7602d970475ac9e
5390882d20f70186a0d8dabd,efficient knn search on vertically decomposed data,"arjen p de vries, nikos mamoulis, niels nes, martin kersten",proceedings of the 2002 acm sigmod international conference on management of data,2002,e,53e9afdbb7602d9703a2ff95,efficient knn search on vertically decomposed data,"arjen p de vries, nikos mamoulis, niels nes, martin l kersten",sigmod conference,2002,e,1.0,5390882d20f70186a0d8dabd53e9afdbb7602d9703a2ff95
5390882d20f70186a0d8daba,approximate xml joins,"sudipto guha, h v jagadish, nick koudas, divesh srivastava, ting yu",proceedings of the 2002 acm sigmod international conference on management of data,2002,a,53e997f1b7602d9701fefd21,approximate xml joins,"sudipto guha, h v jagadish, nick koudas, divesh srivastava, ting yu",sigmod conference,2002,a,1.0,5390882d20f70186a0d8daba53e997f1b7602d9701fefd21
5390882d20f70186a0d8dab6,"mining database structure or, how to build a data quality browser","tamraparni dasu, theodore johnson, s muthukrishnan, vladislav shkapenyuk",proceedings of the 2002 acm sigmod international conference on management of data,2002,m,53e9ac55b7602d9703627eab,"mining database structure or, how to build a data quality browser","tamraparni dasu, theodore johnson, s muthukrishnan, vladislav shkapenyuk",sigmod conference,2002,m,1.0,5390882d20f70186a0d8dab653e9ac55b7602d9703627eab
5390882d20f70186a0d8daab,accelerating xpath location steps,torsten grust,proceedings of the 2002 acm sigmod international conference on management of data,2002,a,53e99a56b7602d97022bc9b1,accelerating xpath location steps,torsten grust,sigmod conference,2002,a,1.0,5390882d20f70186a0d8daab53e99a56b7602d97022bc9b1
5390882d20f70186a0d8dac7,selectivity estimation for spatiotemporal queries to moving objects,"yongjin choi, chinwan chung",proceedings of the 2002 acm sigmod international conference on management of data,2002,s,53e9b275b7602d9703d1738f,selectivity estimation for spatiotemporal queries to moving objects,"yongjin choi, chinwan chung",sigmod conference,2002,s,1.0,5390882d20f70186a0d8dac753e9b275b7602d9703d1738f
5390882d20f70186a0d8dac0,statistical synopses for graphstructured xml databases,"neoklis polyzotis, minos garofalakis",proceedings of the 2002 acm sigmod international conference on management of data,2002,s,53e99fc9b7602d97028a38ae,statistical synopses for graphstructured xml databases,"neoklis polyzotis, minos n garofalakis",sigmod conference,2002,s,1.0,5390882d20f70186a0d8dac053e99fc9b7602d97028a38ae
5390882d20f70186a0d8dac3,clustering by pattern similarity in large data sets,"haixun wang, wei wang, jiong yang, philip s yu",proceedings of the 2002 acm sigmod international conference on management of data,2002,c,53e9b2dbb7602d9703d9158f,clustering by pattern similarity in large data sets,"haixun wang, wei wang 0010, jiong yang, philip s yu",sigmod conference,2002,c,1.0,5390882d20f70186a0d8dac353e9b2dbb7602d9703d9158f
5390882d20f70186a0d8dab3,storing and querying ordered xml using a relational database system,"igor tatarinov, stratis d viglas, kevin beyer, jayavel shanmugasundaram, eugene shekita, chun zhang",proceedings of the 2002 acm sigmod international conference on management of data,2002,s,53e9a3c7b7602d9702cd90f5,storing and querying ordered xml using a relational database system,"igor tatarinov, stratis viglas, kevin s beyer, jayavel shanmugasundaram, eugene j shekita, chun zhang",sigmod conference,2002,s,1.0,5390882d20f70186a0d8dab353e9a3c7b7602d9702cd90f5
5390882d20f70186a0d8dad0,efficient execution of joins in a star schema,andreas weininger,proceedings of the 2002 acm sigmod international conference on management of data,2002,e,53e9b3f6b7602d9703ee5bae,efficient execution of joins in a star schema,andreas weininger,sigmod conference,2002,e,1.0,5390882d20f70186a0d8dad053e9b3f6b7602d9703ee5bae
5390882d20f70186a0d8dab4,executing sql over encrypted data in the databaseserviceprovider model,"hakan hacigümüş, bala iyer, chen li, sharad mehrotra",proceedings of the 2002 acm sigmod international conference on management of data,2002,e,53e9b098b7602d9703b00038,executing sql over encrypted data in the databaseserviceprovider model,"hakan hacigümüs, balakrishna r iyer, chen li, sharad mehrotra",sigmod conference,2002,e,1.0,5390882d20f70186a0d8dab453e9b098b7602d9703b00038
