paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,index_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,index_df2,similarity_score
5390881220f70186a0d7e330,"data management lasting impact on wild, wild, web",reed m meseck,sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,1684,53e9b911b7602d97044fad73,"data management lasting impact of the wild, wild, web",reed m meseck,sigmod conference,2001,4816,0.7666666666666666
5390881220f70186a0d7e36e,standard for multimedia databases,john r smith,sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,1685,53e9bb5ab7602d970479ab43,mpeg7 standard for multimedia databases,john r smith,sigmod conference,2001,3830,0.8599999999999999
5390881220f70186a0d7e36c,models and languages for describing and discovering eservices,"fabio casati, mingchien shan",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,1686,53e9ba17b7602d970461f57c,models and languages for describing and discovering eservices,"fabio casati, mingchien shan",sigmod conference,2001,4837,1.0
5390881220f70186a0d7e356,dnaminer a system prototype for mining dna sequences,"jiawei han, hasan jamil, ying lu, liangyou chen, yaqin liao, jian pei",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,1693,53e9a408b7602d9702d216ce,dnaminer a system prototype for mining dna sequences,"jiawei han, hasan m jamil, ying lu, liangyou chen, yaqin liao, jian pei",sigmod conference,2001,4593,0.9884615384615384
5390881220f70186a0d7e351,dynamic content acceleration a caching solution to enable scalable dynamic web page generation,"anindya datta, kaushik dutta, krithi ramamritham, helen thomas, debra vandermeer",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,1697,53e9ace1b7602d97036bc3fb,dynamic content acceleration a caching solution to enable scalable dynamic web page generation,"anindya datta, kaushik dutta, krithi ramamritham, helen m thomas, debra e vandermeer",sigmod conference,2001,3803,0.9837837837837837
5390881220f70186a0d7e343,securing xml documents the authorx project demonstration,"elisa bertino, silvana castano, elena ferrari",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,1701,53e9a711b7602d9703045fde,securing xml documents the authorx project demonstration,"elisa bertino, silvana castano, elena ferrari",sigmod conference,2001,4620,1.0
5390881220f70186a0d7e344,"sangam  a solution to support multiple data models, their mappings and maintenance","kajal t claypool, elke a rundensteiner, xin zhang, su hong, harumi kuno, wangchien lee, gail mitchell",sigmod 01 proceedings of the 2001 acm sigmod international conference on management of data,2001,1704,53e9a824b7602d970316ca62,"gangam  a solution to support multiple data models, their mappings and maintenance","kajal t claypool, elke a rundensteiner, xin zhang 0002, hong su, harumi a kuno, wangchien lee, gail mitchell",sigmod conference,2001,3426,0.8768437747819191
5390881220f70186a0d7f818,"integrating temporal, realtime, an active databases","krithi ramamritham, raju sivasankaran, john a stankovic, don t towsley, ming xiong",acm sigmod record,1996,1706,53e9aa9cb7602d97034149ef,"integrating temporal, realtime, and active databases","krithi ramamritham, rajendran m sivasankaran, john a stankovic, donald f towsley, ming xiong",sigmod record,1996,3740,0.7421686746987952
5390881220f70186a0d7f81c,realtime database  similarity and resource scheduling,"teiwei kuo, aloysius k mok",acm sigmod record,1996,1707,53e99f35b7602d9702805451,realtime database  similarity semantics and resource scheduling,"teiwei kuo, aloysius k mok",sigmod record,1996,3547,0.8999999999999999
5390881220f70186a0d7f81f,exploiting main memory dbms features to improve realtime concurrency control protocols,"özgür ulusoy, alejandro buchmann",acm sigmod record,1996,1708,53e9abdab7602d9703592eb5,exploiting main memory dbms features to improve realtime concurrency control protocols,"özgür ulusoy, alejandro p buchmann",sigmod record,1996,3146,0.9823529411764705
5390881220f70186a0d7f81a,realtime index concurrency control,"jayant r haritsa, s seshadri",acm sigmod record,1996,1709,53e9ad92b7602d970378f854,realtime index concurrency control,"jayant r haritsa, s seshadri",sigmod record,1996,3583,1.0
5390881220f70186a0d7f820,enhancing external consistency in realtime transactions,"kweijay lin, chingshan peng",acm sigmod record,1996,1710,53e9a25cb7602d9702b657f2,enhancing external consistency in realtime transactions,"kweijay lin, shingshan peng",sigmod record,1996,3589,0.94
5390881220f70186a0d7f829,workshop report the first international workshop on active and realtime database systems artdb95,"mikael berndtsson, jörgen hansson",acm sigmod record,1996,1711,53e99eb5b7602d970277f14a,workshop report the first international workshop on active and realtime database systems artdb95,"mikael berndtsson, jörgen hansson",sigmod record,1996,2945,1.0
5390881220f70186a0d7f823,overview of the stanford realtime information processor strip,"brad adelberg, ben kao, hector garciamolina",acm sigmod record,1996,1712,53e9accbb7602d97036a9957,overview of the stanford realtime information processor strip,"brad adelberg, ben kao, hector garciamolina",sigmod record,1996,4965,1.0
5390881220f70186a0d7f82d,object query standards,andrew e wade,acm sigmod record,1996,1713,53e9983db7602d9702063cf1,object query standards,andrew e wade,sigmod record,1996,2917,1.0
5390881220f70186a0d7f826,database research achievements and opportunities into the 1st century,"avi silberschatz, mike stonebraker, jeff ullman",acm sigmod record,1996,1714,53e9bb01b7602d9704736aa3,database research achievements and opportunities into the 21st century,"abraham silberschatz, michael stonebraker, jeffrey d ullman",sigmod record,1996,3196,0.7438709677419354
5390881220f70186a0d7f822,deeds towards a distributed and active realtime database system,"s f andler, j hansson, j eriksson, j mellin, m berndtsson, b eftring",acm sigmod record,1996,1715,53e9a593b7602d9702eb9db0,deeds towards a distributed and active realtime database system,"sten andler, jörgen hansson, joakim eriksson, jonas mellin, mikael berndtsson, bengt eftring",sigmod record,1996,3575,0.8687499999999999
5390881220f70186a0d7f831,"shutdown, budget, and funding",xiaolei qian,acm sigmod record,1996,1716,53e99b1bb7602d97023b1913,"shutdown, budget, and funding",xiaolei qian,sigmod record,1996,3217,1.0
5390881220f70186a0d7f830,mqseries and cics link for lotus notes,lotus development corp,acm sigmod record,1996,1717,53e9af33b7602d970396e6ca,mqseries and cics link for lotus notes,,sigmod record,1996,3216,1.0
5390881220f70186a0d7f82e,"database research at the indian institute of technology, bombay","d b phatak, n l sarda, s seshadri, s sudarshan",acm sigmod record,1996,1718,53e99cdfb7602d9702593ea4,"database research at the indian institute of technology, bombay","d b phatak, nandlal l sarda, s seshadri, s sudarshan 0001",sigmod record,1996,4763,0.9219999999999999
5390881220f70186a0d7f82b,database research at arizona state university,"susan d urban, suzanne w dietrich, forouzan golshani",acm sigmod record,1996,1719,53e9b938b7602d97045251fa,database research at arizona state university,"susan darling urban, suzanne w dietrich, forouzan golshani",sigmod record,1996,2934,0.9529411764705882
5390881220f70186a0d7f82c,lifestreams a storage model for personal data,"eric freeman, david gelernter",acm sigmod record,1996,1721,53e9b666b7602d97041c780c,lifestreams a storage model for personal data,"eric freeman, david gelernter",sigmod record,1996,3203,1.0
5390881220f70186a0d7f82a,integrating contents and structure in text retrieval,"ricardo baezayates, gonzalo navarro",acm sigmod record,1996,1722,53e9ae0bb7602d9703816130,integrating contents and structure in text retrieval,"ricardo a baezayates, gonzalo navarro",sigmod record,1996,3910,0.9837837837837837
5390881220f70186a0d7f812,advances in realtime database systems research,azer bestavros,acm sigmod record,1996,1723,53e9a487b7602d9702da2c2d,advances in realtime database systems research,azer bestavros,sigmod record,1996,3607,1.0
5390881220f70186a0d7f821,improving timeliness in realtime secure database systems,"sang h son, rasikan david, bhavani thuraisingham",acm sigmod record,1996,1724,53e9a388b7602d9702c982e5,improving timeliness in realtime secure database systems,"sang hyuk son, rasikan david, bhavani m thuraisingham",sigmod record,1996,4391,0.9596153846153845
5390881820f70186a0d8110d,the ntier hub technology,"rainer a sommer, thomas r gulledge, david bailey",acm sigmod record,2002,1729,53e9b577b7602d97040b62bf,the ntier hub technology,"rainer a sommer, thomas r gulledge, david bailey",sigmod record,2002,3612,1.0
5390881820f70186a0d81110,conceptual modeling and specification generation for b2b business processes based on ebxml,hyoungdo kim,acm sigmod record,2002,1730,53e9a01fb7602d97029056d6,conceptual modeling and specification generation for b2b business process based on ebxml,hyoungdo kim,sigmod record,2002,3171,0.8923076923076922
5390881820f70186a0d8110f,contracting in the days of ebusiness,"w hümmer, w lehner, h wedekind",acm sigmod record,2002,1731,53e9a603b7602d9702f32f8e,contracting in the days of ebusiness,"wolfgang hümmer, wolfgang lehner, hartmut wedekind",sigmod record,2002,3304,0.8692307692307691
5390881820f70186a0d8110e,an active functionality service for ebusiness applications,"m cilia, a p buchmann",acm sigmod record,2002,1732,53e9ab42b7602d97034d4ff3,an active functionality service for ebusiness applications,"mariano cilia, alejandro p buchmann",sigmod record,2002,3567,0.854054054054054
5390881820f70186a0d81111,semantic b2b integration issues in ontologybased approaches,"zhan cui, dean jones, paul obrien",acm sigmod record,2002,1733,53e99915b7602d9702153324,semantic b2b integration issues in ontologybased applications,"zhan cui, dean m jones, paul obrien",sigmod record,2002,2940,0.8068181818181817
5390881820f70186a0d81113,a multiagent system infrastructure for software component marketplace an ontological perspective,"riza cenk erdur, oğuz dikenelli",acm sigmod record,2002,1734,53e9bd8cb7602d9704a359db,a multiagent system infrastructure for software component marketplace an ontological perspective,"riza cenk erdur, oguz dikenelli",sigmod record,2002,2921,0.9470588235294117
558e0bce0cf2e667580509be,book review column,karl aberer,acm sigmod record,2002,1735,53e997e9b7602d9701fe4526,book review column,karl aberer,sigmod record,2001,3022,1.0
558e0bce0cf2e667580509be,book review column,karl aberer,acm sigmod record,2002,1735,53e997e9b7602d9701fe4527,book review column,karl aberer,sigmod record,2003,3260,1.0
558e0bce0cf2e667580509be,book review column,karl aberer,acm sigmod record,2002,1735,53e997e9b7602d9701fe4525,book review column,karl aberer,sigmod record,2003,4961,1.0
5390881820f70186a0d81115,the role of b2b engines in b2b integration architectures,christoph bussler,acm sigmod record,2002,1737,53e9b520b7602d9704054085,the role of b2b engines in b2b integration architectures,christoph bussler,sigmod record,2002,4977,1.0
5390881820f70186a0d8110b,the design and performance evaluation of alternative xml storage strategies,"feng tian, david j dewitt, jianjun chen, chun zhang",acm sigmod record,2002,1739,53e9b495b7602d9703f9b093,the design and performance evaluation of alternative xml storage strategies,"feng tian, david j dewitt, jianjun chen 0001, chun zhang",sigmod record,2002,3181,0.9680851063829787
5390881820f70186a0d81114,supply chain infrastructures system integration and information sharing,"michael o ball, meng ma, louiqa raschid, zhengying zhao",acm sigmod record,2002,1741,53e9a0eeb7602d97029d912e,supply chain infrastructures system integration and information sharing,"michael o ball, meng ma, louiqa raschid, zhengying zhao",sigmod record,2002,3406,1.0
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,1742,53e99b0ab7602d970239c219,reminiscences on influential papers,"kenneth a ross, johannes gehrke, jun rao",sigmod record,2003,2963,0.825
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,1742,53e99b0ab7602d970239c211,reminiscences on influential papers,"kenneth a ross, flip korn, renée j miller, kaladhar voruganti",sigmod record,2002,2966,0.7803571428571427
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,1742,53e99b0ab7602d970239c217,reminiscences on influential papers,richard t snodgrass,sigmod record,1998,3025,0.7181818181818181
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,1742,53e99b0ab7602d970239c218,reminiscences on influential papers,"kenneth a ross, stefano ceri, luis gravano, peråke larson, leonid libkin, tova milo",sigmod record,2001,3081,0.7608108108108108
5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,1742,53e99b0ab7602d970239c216,reminiscences on influential papers,"richard t snodgrass, hector garciamolina, tomasz imielinski, david maier, patricia g selinger, jeffrey d ullman",sigmod record,1998,4396,0.7054545454545454
5390881820f70186a0d8111c,report on the 18th british national conference on databases bncod,"carole goble, brian read",acm sigmod record,2002,1744,53e9b62eb7602d970418b0b2,report on the 18th british national conference on databases bncod,"carole a goble, brian j read",sigmod record,2002,3062,0.9555555555555555
5390881820f70186a0d8111a,the xml typechecking problem,dan suciu,acm sigmod record,2002,1745,53e99af2b7602d970237e0d4,the xml typechecking problem,dan suciu,sigmod record,2002,3263,1.0
5390881820f70186a0d8111b,too much middleware,michael stonebraker,acm sigmod record,2002,1746,53e9984fb7602d970208794b,too much middleware,michael stonebraker,sigmod record,2002,3197,1.0
5390881820f70186a0d8111e,why i like working in academia,richard thomas snodgrass,acm sigmod record,2002,1747,53e9a9b7b7602d9703314db9,why i like working in academia,richard t snodgrass,sigmod record,2002,3410,0.9192307692307692
5390881820f70186a0d81112,business data management for businesstobusiness electronic commerce,"christoph quix, mareike schoop, manfred jeusfeld",acm sigmod record,2002,1749,53e9ad87b7602d9703780a0d,business data management for b2b electronic commerce,"christoph quix, mareike schoop, manfred a jeusfeld",sigmod record,2002,3027,0.8122340425531914
5390881820f70186a0d8110c,supporting global user profiles through trusted authorities,ibrahim cingil,acm sigmod record,2002,1750,53e9b388b7602d9703e6a0ee,supporting global user profiles through trusted authorities,ibrahim cingil,sigmod record,2002,3533,1.0
5390882d20f70186a0d8daa3,efficient integration and aggregation of historical information,"mirek riedewald, divyakant agrawal, amr el abbadi",proceedings of the 2002 acm sigmod international conference on management of data,2002,1779,53e9bd38b7602d97049c8d35,efficient integration and aggregation of historical information,"mirek riedewald, divyakant agrawal, amr el abbadi",sigmod conference,2002,4659,1.0
5390882d20f70186a0d8daa9,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny, louiqa raschid, maria esther vidal, tolga urhan, laura bright",proceedings of the 2002 acm sigmod international conference on management of data,2002,1780,53e9acf0b7602d97036d0dd2,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny, louiqa raschid, mariaesther vidal, tolga urhan, laura bright",sigmod conference,2002,3821,0.981012658227848
5390882d20f70186a0d8daa8,besteffort cache synchronization with source cooperation,"chris olston, jennifer widom",proceedings of the 2002 acm sigmod international conference on management of data,2002,1782,53e9a1fbb7602d9702afe063,besteffort cache synchronization with source cooperation,"chris olston, jennifer widom",sigmod conference,2002,4855,1.0
5390882d20f70186a0d8daa5,ratebased query optimization for streaming information sources,"stratis d viglas, jeffrey f naughton",proceedings of the 2002 acm sigmod international conference on management of data,2002,1783,53e9a7f1b7602d9703132dca,ratebased query optimization for streaming information sources,"stratis viglas, jeffrey f naughton",sigmod conference,2002,4337,0.9833333333333333
5390882d20f70186a0d8daae,implementing database operations using simd instructions,"jingren zhou, kenneth a ross",proceedings of the 2002 acm sigmod international conference on management of data,2002,1784,53e9ad8db7602d97037825e7,implementing database operations using simd instructions,"jingren zhou, kenneth a ross",sigmod conference,2002,4981,1.0
5390882d20f70186a0d8dab2,qursed querying and reporting semistructured data,"yannis papakonstantinou, michalis petropoulos, vasilis vassalos",proceedings of the 2002 acm sigmod international conference on management of data,2002,1786,53e9b3f6b7602d9703ee8540,qursed querying and reporting semistructured data,"yannis papakonstantinou, michalis petropoulos, vasilis vassalos",sigmod conference,2002,4618,1.0
5390882d20f70186a0d8dab1,statix making xml count,"juliana freire, jayant r haritsa, maya ramanath, prasan roy, jérôme siméon",proceedings of the 2002 acm sigmod international conference on management of data,2002,1787,53e99b16b7602d97023a7500,statix making xml count,"juliana freire, jayant r haritsa, maya ramanath, prasan roy, jérôme siméon",sigmod conference,2002,4798,1.0
5390882d20f70186a0d8daa6,continuously adaptive continuous queries over streams,"samuel madden, mehul shah, joseph m hellerstein, vijayshankar raman",proceedings of the 2002 acm sigmod international conference on management of data,2002,1788,53e9aa57b7602d97033c7c24,continuously adaptive continuous queries over streams,"samuel madden, mehul a shah, joseph m hellerstein, vijayshankar raman",sigmod conference,2002,4236,0.9904761904761904
5390882d20f70186a0d8dab5,workflow management with service quality guarantees,"michael gillmann, gerhard weikum, wolfgang wonner",proceedings of the 2002 acm sigmod international conference on management of data,2002,1789,53e9ac33b7602d97035fcb94,workflow management with service quality guarantees,"michael gillmann, gerhard weikum, wolfgang wonner",sigmod conference,2002,4824,1.0
5390882d20f70186a0d8daa4,an adaptive peertopeer network for distributed caching of olap results,"panos kalnis, wee siong ng, beng chin ooi, dimitris papadias, kianlee tan",proceedings of the 2002 acm sigmod international conference on management of data,2002,1790,53e9a841b7602d970318b89c,an adaptive peertopeer network for distributed caching of olap results,"panos kalnis, wee siong ng, beng chin ooi, dimitris papadias, kianlee tan",sigmod conference,2002,3937,1.0
5390882d20f70186a0d8dabb,efficient algorithms for minimizing tree pattern queries,prakash ramanan,proceedings of the 2002 acm sigmod international conference on management of data,2002,1791,53e9bae6b7602d97047129f6,efficient algorithms for minimizing tree pattern queries,prakash ramanan,sigmod conference,2002,4137,1.0
5390882d20f70186a0d8dab8,exploiting statistics on query expressions for optimization,"nicolas bruno, surajit chaudhuri",proceedings of the 2002 acm sigmod international conference on management of data,2002,1792,53e9b30ab7602d9703dd20e6,exploiting statistics on query expressions for optimization,"nicolas bruno, surajit chaudhuri",sigmod conference,2002,4612,1.0
5390882d20f70186a0d8dab7,a scalable hash ripple join algorithm,"gang luo, curt j ellmann, peter j haas, jeffrey f naughton",proceedings of the 2002 acm sigmod international conference on management of data,2002,1793,53e9bb1db7602d970475ac9e,a scalable hash ripple join algorithm,"gang luo, curt j ellmann, peter j haas, jeffrey f naughton",sigmod conference,2002,4234,1.0
5390882d20f70186a0d8dabd,efficient knn search on vertically decomposed data,"arjen p de vries, nikos mamoulis, niels nes, martin kersten",proceedings of the 2002 acm sigmod international conference on management of data,2002,1794,53e9afdbb7602d9703a2ff95,efficient knn search on vertically decomposed data,"arjen p de vries, nikos mamoulis, niels nes, martin l kersten",sigmod conference,2002,3923,0.9884615384615384
5390882d20f70186a0d8daba,approximate xml joins,"sudipto guha, h v jagadish, nick koudas, divesh srivastava, ting yu",proceedings of the 2002 acm sigmod international conference on management of data,2002,1795,53e997f1b7602d9701fefd21,approximate xml joins,"sudipto guha, h v jagadish, nick koudas, divesh srivastava, ting yu",sigmod conference,2002,4839,1.0
5390882d20f70186a0d8dab6,"mining database structure or, how to build a data quality browser","tamraparni dasu, theodore johnson, s muthukrishnan, vladislav shkapenyuk",proceedings of the 2002 acm sigmod international conference on management of data,2002,1796,53e9ac55b7602d9703627eab,"mining database structure or, how to build a data quality browser","tamraparni dasu, theodore johnson, s muthukrishnan, vladislav shkapenyuk",sigmod conference,2002,3643,1.0
5390882d20f70186a0d8daab,accelerating xpath location steps,torsten grust,proceedings of the 2002 acm sigmod international conference on management of data,2002,1797,53e99a56b7602d97022bc9b1,accelerating xpath location steps,torsten grust,sigmod conference,2002,4811,1.0
5390882d20f70186a0d8dac7,selectivity estimation for spatiotemporal queries to moving objects,"yongjin choi, chinwan chung",proceedings of the 2002 acm sigmod international conference on management of data,2002,1798,53e9b275b7602d9703d1738f,selectivity estimation for spatiotemporal queries to moving objects,"yongjin choi, chinwan chung",sigmod conference,2002,3950,1.0
5390882d20f70186a0d8dac0,statistical synopses for graphstructured xml databases,"neoklis polyzotis, minos garofalakis",proceedings of the 2002 acm sigmod international conference on management of data,2002,1799,53e99fc9b7602d97028a38ae,statistical synopses for graphstructured xml databases,"neoklis polyzotis, minos n garofalakis",sigmod conference,2002,3419,0.9914285714285713
5390882d20f70186a0d8dac3,clustering by pattern similarity in large data sets,"haixun wang, wei wang, jiong yang, philip s yu",proceedings of the 2002 acm sigmod international conference on management of data,2002,1800,53e9b2dbb7602d9703d9158f,clustering by pattern similarity in large data sets,"haixun wang, wei wang 0010, jiong yang, philip s yu",sigmod conference,2002,4783,0.9615384615384615
5390882d20f70186a0d8dab3,storing and querying ordered xml using a relational database system,"igor tatarinov, stratis d viglas, kevin beyer, jayavel shanmugasundaram, eugene shekita, chun zhang",proceedings of the 2002 acm sigmod international conference on management of data,2002,1803,53e9a3c7b7602d9702cd90f5,storing and querying ordered xml using a relational database system,"igor tatarinov, stratis viglas, kevin s beyer, jayavel shanmugasundaram, eugene j shekita, chun zhang",sigmod conference,2002,3444,0.9870967741935484
5390882d20f70186a0d8dad0,efficient execution of joins in a star schema,andreas weininger,proceedings of the 2002 acm sigmod international conference on management of data,2002,1806,53e9b3f6b7602d9703ee5bae,efficient execution of joins in a star schema,andreas weininger,sigmod conference,2002,4853,1.0
5390882d20f70186a0d8dab4,executing sql over encrypted data in the databaseserviceprovider model,"hakan hacigümüş, bala iyer, chen li, sharad mehrotra",proceedings of the 2002 acm sigmod international conference on management of data,2002,1808,53e9b098b7602d9703b00038,executing sql over encrypted data in the databaseserviceprovider model,"hakan hacigümüs, balakrishna r iyer, chen li, sharad mehrotra",sigmod conference,2002,4805,0.9249999999999999
5390882d20f70186a0d8daca,wavelet synopses with error guarantees,"minos garofalakis, phillip b gibbons",proceedings of the 2002 acm sigmod international conference on management of data,2002,1810,53e9b2c6b7602d9703d6f1b0,wavelet synopses with error guarantees,"minos n garofalakis, phillip b gibbons",sigmod conference,2002,4687,0.9837837837837837
5390882d20f70186a0d8dad4,"tpcds, taking decision support benchmarking to the next level","meikel poess, bryan smith, lubor kollar, paul larson",proceedings of the 2002 acm sigmod international conference on management of data,2002,1811,53e9babab7602d97046e6b56,"tpcds, taking decision support benchmarking to the next level","meikel pöss, bryan smith, lubor kollár, peråke larson",sigmod conference,2002,3806,0.888135593220339
5390882d20f70186a0d8dad5,midtier caching the timesten approach, the timesten team,proceedings of the 2002 acm sigmod international conference on management of data,2002,1812,53e9a396b7602d9702ca8ec1,midtier caching the timesten approach,timesten team,sigmod conference,2002,3943,0.94375
5390882d20f70186a0d8dac4,mining long sequential patterns in a noisy environment,"jiong yang, wei wang, philip s yu, jiawei han",proceedings of the 2002 acm sigmod international conference on management of data,2002,1813,53e9b8eeb7602d97044d1c33,mining long sequential patterns in a noisy environment,"jiong yang, wei wang 0010, philip s yu, jiawei han",sigmod conference,2002,4330,0.9615384615384615
5390882d20f70186a0d8dad2,automating physical database design in a parallel database,"jun rao, chun zhang, nimrod megiddo, guy lohman",proceedings of the 2002 acm sigmod international conference on management of data,2002,1814,53e9ad81b7602d9703774a89,automating physical database design in a parallel database,"jun rao, chun zhang, nimrod megiddo, guy m lohman",sigmod conference,2002,4222,0.9933333333333333
5390882d20f70186a0d8dad8,dbcache database caching for web application servers,"mehmet altinel, qiong luo, sailesh krishnamurthy, c mohan, hamid pirahesh, bruce g lindsay, honguk woo, larry brown",proceedings of the 2002 acm sigmod international conference on management of data,2002,1815,53e9b740b7602d97042dbd07,dbcache database caching for web application servers,"mehmet altinel, qiong luo, sailesh krishnamurthy, c mohan, hamid pirahesh, bruce g lindsay 0001, honguk woo, larry brown",sigmod conference,2002,4674,0.9857142857142857
5390882d20f70186a0d8dada,rainbow mappingdriven xquery processing system,"xin zhang, mukesh mulchandani, steffen christ, brian murphy, elke a rundensteiner",proceedings of the 2002 acm sigmod international conference on management of data,2002,1816,53e9a8ffb7602d970324e54a,rainbow mappingdriven xquery processing system,"xin zhang 0002, mukesh mulchandani, steffen christ, brian murphy, elke a rundensteiner",sigmod conference,2002,3647,0.9805194805194805
5390882d20f70186a0d8dace,garlic a new flavor of federated query processing for db2,"vanja josifovski, peter schwarz, laura haas, eileen lin",proceedings of the 2002 acm sigmod international conference on management of data,2002,1817,53e9bcd9b7602d970495fadd,garlic a new flavor of federated query processing for db2,"vanja josifovski, peter m schwarz, laura m haas, eileen tien lin",sigmod conference,2002,4089,0.9689655172413792
5390882d20f70186a0d8dadb,the xxl search engine ranked retrieval of xml data using indexes and ontologies,"anja theobald, gerhard weikum",proceedings of the 2002 acm sigmod international conference on management of data,2002,1818,53e9b86db7602d970443a111,the xxl search engine ranked retrieval of xml data using indexes and ontologies,"anja theobald, gerhard weikum",sigmod conference,2002,4622,1.0
5390882d20f70186a0d8dac5,a monte carlo algorithm for fast projective clustering,"cecilia m procopiuc, michael jones, pankaj k agarwal, t m murali",proceedings of the 2002 acm sigmod international conference on management of data,2002,1819,53e9a1eeb7602d9702af0954,a monte carlo algorithm for fast projective clustering,"cecilia magdalena procopiuc, michael jones, pankaj k agarwal, t m murali",sigmod conference,2002,4944,0.959090909090909
5390882d20f70186a0d8dacc,coordinating backuprecovery and data consistency between database and file systems,"suparna bhattacharya, c mohan, karen w brannon, inderpal narang, huii hsiao, mahadevan subramanian",proceedings of the 2002 acm sigmod international conference on management of data,2002,1820,53e9b8fcb7602d97044e1d6a,coordinating backuprecovery and data consistency between database and file systems,"suparna bhattacharya, c mohan, karen brannon, inderpal narang, huii hsiao, mahadevan subramanian",sigmod conference,2002,4108,0.9929411764705882
5390882d20f70186a0d8dad6,web caching for database applications with oracle web cache,"jesse anton, lawrence jacobs, xiang liu, jordan parker, zheng zeng, tie zhong",proceedings of the 2002 acm sigmod international conference on management of data,2002,1821,53e9bd1eb7602d97049a97eb,web caching for database applications with oracle web cache,"jesse anton, lawrence jacobs, xiang liu, jordan parker, zheng zeng, tie zhong",sigmod conference,2002,3421,1.0
5390882d20f70186a0d8dacd,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"asuman dogac, yusuf tambag, pinar pembecioglu, sait pektas, gokce laleci, gokhan kurt, serkan toprak, yildiray kabak",proceedings of the 2002 acm sigmod international conference on management of data,2002,1822,53e9be2eb7602d9704ae82bd,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"asuman dogac, yusuf tambag, pinar pembecioglu, sait pektas, gokce laleci, gokhan kurt, serkan toprak, yildiray kabak",sigmod conference,2002,3826,1.0
5390882d20f70186a0d8dac2,general match a subsequence matching method in timeseries databases based on generalized windows,"yangsae moon, kyuyoung whang, wookshin han",proceedings of the 2002 acm sigmod international conference on management of data,2002,1823,53e9bc0ab7602d970486e1e4,general match a subsequence matching method in timeseries databases based on generalized windows,"yangsae moon, kyuyoung whang, wookshin han",sigmod conference,2002,3631,1.0
5390882d20f70186a0d8dade,xcache a semantic caching system for xml queries,"li chen, elke a rundensteiner, song wang",proceedings of the 2002 acm sigmod international conference on management of data,2002,1824,53e9bc6db7602d97048e6f1b,xcache a semantic caching system for xml queries,"li chen, elke a rundensteiner, song wang",sigmod conference,2002,4209,1.0
5390882d20f70186a0d8dac8,"hierarchical subspace sampling a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",charu c aggarwal,proceedings of the 2002 acm sigmod international conference on management of data,2002,1825,53e9bb22b7602d970475b376,"hierarchical subspace sampling a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",charu c aggarwal,sigmod conference,2002,3829,1.0
5390882d20f70186a0d8dae2,distributing queries over lowpower wireless sensor networks,"samuel madden, joseph m hellerstein",proceedings of the 2002 acm sigmod international conference on management of data,2002,1826,53e9b91eb7602d9704506fdc,distributing queries over lowpower wireless sensor networks,"samuel madden, joseph m hellerstein",sigmod conference,2002,4621,1.0
5390882d20f70186a0d8dadc,toxgene a templatebased data generator for xml,"denilson barbosa, alberto mendelzon, john keenleyside, kelly lyons",proceedings of the 2002 acm sigmod international conference on management of data,2002,1827,53e9bb23b7602d970475d139,toxgene a templatebased data generator for xml,"denilson barbosa, alberto o mendelzon, john keenleyside, kelly a lyons",sigmod conference,2002,3437,0.9859374999999999
5390882d20f70186a0d8dac1,continually evaluating similaritybased pattern queries on a streaming time series,"like gao, x sean wang",proceedings of the 2002 acm sigmod international conference on management of data,2002,1828,53e99fddb7602d97028b9693,continually evaluating similaritybased pattern queries on a streaming time series,"like gao, xiaoyang sean wang",sigmod conference,2002,4366,0.9222222222222222
5390882d20f70186a0d8dae5,xl a platform for web services,"daniela florescu, andreas grünhagen, donald kossmann, steffen rost",proceedings of the 2002 acm sigmod international conference on management of data,2002,1829,53e9b4a5b7602d9703fb12e1,xl a platform for web services,"daniela florescu, andreas grünhagen, donald kossmann, steffen rost",sigmod conference,2002,3248,1.0
