paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,index_df1,key,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,index_df2,common_authors,num_authors_df1,num_authors_df2,similarity_score,ID
53908a7420f70186a0da4488,caprera an activity framework for transaction processing on widearea networks,"suresh kumar, engkee kwang, divyakant agrawal",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2008,1,53e9a80cb7602d970314e379,caprera an activity framework for transaction processing on widearea networks,"suresh kumar, engkee kwang, divyakant agrawal",vldb,1997,4874,"{'divyakant agrawal', 'engkee kwang', 'suresh kumar'}",3,3,1.0,53908a7420f70186a0da448853e9a80cb7602d970314e379caprera an activity framework for transaction processing on widearea networkscaprera an activity framework for transaction processing on widearea networks
53908a7420f70186a0da4483,parallel query scheduling and optimization with time and spaceshared resources,"minos n garofalakis, yannis e ioannidis",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2009,1,53e9b260b7602d9703d032af,parallel query scheduling and optimization with time and spaceshared resources,"minos n garofalakis, yannis e ioannidis",vldb,1997,4697,"{'minos n garofalakis', 'yannis e ioannidis'}",2,2,1.0,53908a7420f70186a0da448353e9b260b7602d9703d032afparallel query scheduling and optimization with time and spaceshared resourcesparallel query scheduling and optimization with time and spaceshared resources
53908a7420f70186a0da448a,the oracle universal server buffer,"william bridge, ashok joshi, m keihl, tirthankar lahiri, juan loaiza, n macnaughton",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2010,1,53e9b57cb7602d97040be738,the oracle universal server buffer,"william bridge, ashok joshi, m keihl, tirthankar lahiri, juan loaiza, n macnaughton",vldb,1997,3360,"{'juan loaiza', 'ashok joshi', 'm keihl', 'n macnaughton', 'william bridge', 'tirthankar lahiri'}",6,6,1.0,53908a7420f70186a0da448a53e9b57cb7602d97040be738the oracle universal server bufferthe oracle universal server buffer
53908a7420f70186a0da4489,the case for enhanced abstract data types,"praveen seshadri, miron livny, raghu ramakrishnan",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2011,1,53e99b63b7602d97024058ae,the case for enhanced abstract data types,"praveen seshadri, miron livny, raghu ramakrishnan",vldb,1997,3865,"{'raghu ramakrishnan', 'praveen seshadri', 'miron livny'}",3,3,1.0,53908a7420f70186a0da448953e99b63b7602d97024058aethe case for enhanced abstract data typesthe case for enhanced abstract data types
53908a7420f70186a0da448e,a region splitting strategy for physical database design of multidimensional file organizations,"jonghak lee, youngkoo lee, kyuyoung whang, ilyeol song",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2012,1,53e9a9e6b7602d9703349393,a region splitting strategy for physical database design of multidimensional file organizations,"jonghak lee, youngkoo lee, kyuyoung whang, ilyeol song",vldb,1997,3082,"{'kyuyoung whang', 'ilyeol song', 'youngkoo lee', 'jonghak lee'}",4,4,1.0,53908a7420f70186a0da448e53e9a9e6b7602d9703349393a region splitting strategy for physical database design of multidimensional file organizationsa region splitting strategy for physical database design of multidimensional file organizations
53908a7420f70186a0da4491,parallel algorithms for highdimensional similarity joins for data mining applications,"john c shafer, rakesh agrawal",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2013,1,53e9a1b6b7602d9702aad52d,parallel algorithms for highdimensional similarity joins for data mining applications,"john c shafer, rakesh agrawal",vldb,1997,3858,"{'rakesh agrawal', 'john c shafer'}",2,2,1.0,53908a7420f70186a0da449153e9a1b6b7602d9702aad52dparallel algorithms for highdimensional similarity joins for data mining applicationsparallel algorithms for highdimensional similarity joins for data mining applications
53908a7420f70186a0da4493,distributed processing over standalone systems and applications,"gustavo alonso, claus hagen, hansjörg schek, markus tresch",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2015,1,53e9bbcfb7602d970481d40a,distributed processing over standalone systems and applications,"gustavo alonso, claus hagen, hansjörg schek, markus tresch",vldb,1997,3079,"{'gustavo alonso', 'hansjörg schek', 'markus tresch', 'claus hagen'}",4,4,1.0,53908a7420f70186a0da449353e9bbcfb7602d970481d40adistributed processing over standalone systems and applicationsdistributed processing over standalone systems and applications
53908a7420f70186a0da4486,principles of optimally placing data in tertiary storage libraries,"stavros christodoulakis, peter triantafillou, fenia zioga",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2016,1,53e9ab26b7602d97034b3403,principles of optimally placing data in tertiary storage libraries,"stavros christodoulakis, peter triantafillou, fenia zioga",vldb,1997,4416,"{'fenia zioga', 'stavros christodoulakis', 'peter triantafillou'}",3,3,1.0,53908a7420f70186a0da448653e9ab26b7602d97034b3403principles of optimally placing data in tertiary storage librariesprinciples of optimally placing data in tertiary storage libraries
53908a7420f70186a0da4476,using versions in update transactions application to integrity checking,"françois llirbat, eric simon, dimitri tombroff",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2017,1,53e9bb8cb7602d97047d0475,using versions in update transactions application to integrity checking,"françois llirbat, eric simon, dimitri tombroff",vldb,1997,3453,"{'dimitri tombroff', 'françois llirbat', 'eric simon'}",3,3,1.0,53908a7420f70186a0da447653e9bb8cb7602d97047d0475using versions in update transactions application to integrity checkingusing versions in update transactions application to integrity checking
53908a7420f70186a0da447a,optimizing queries across diverse data sources,"laura m haas, donald kossmann, edward l wimmers, jun yang",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2018,1,53e9b137b7602d9703bbbbdd,optimizing queries across diverse data sources,"laura m haas, donald kossmann, edward l wimmers, jun yang 0001",vldb,1997,4438,"{'donald kossmann', 'edward l wimmers', 'laura m haas'}",4,4,0.9745762711864406,53908a7420f70186a0da447a53e9b137b7602d9703bbbbddoptimizing queries across diverse data sourcesoptimizing queries across diverse data sources
53908a7420f70186a0da4490,logical and physical versioning in main memory databases,"rajeev rastogi, s seshadri, philip bohannon, dennis w leinbaugh, abraham silberschatz, s sudarshan",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2020,1,53e9b65bb7602d97041bca35,logical and physical versioning in main memory databases,"rajeev rastogi, s seshadri, philip bohannon, dennis w leinbaugh, abraham silberschatz, s sudarshan 0001",vldb,1997,3655,"{'rajeev rastogi', 'dennis w leinbaugh', 'philip bohannon', 'abraham silberschatz', 's seshadri'}",6,6,0.9833333333333333,53908a7420f70186a0da449053e9b65bb7602d97041bca35logical and physical versioning in main memory databaseslogical and physical versioning in main memory databases
53908a7420f70186a0da4494,towards an odmgcompliant visual object query language,"manoj chavda, peter t wood",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2021,1,53e9bae6b7602d9704715b98,towards an odmgcompliant visual object query language,"manoj chavda, peter t wood",vldb,1997,4742,"{'manoj chavda', 'peter t wood'}",2,2,1.0,53908a7420f70186a0da449453e9bae6b7602d9704715b98towards an odmgcompliant visual object query languagetowards an odmgcompliant visual object query language
53908a7420f70186a0da4497,an asynchronous avoidancebased cache consistency algorithm for client caching dbmss,"m tamer özsu, kaladhar voruganti, ronald c unrau",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2022,1,53e9a51db7602d9702e3f3d1,an asynchronous avoidancebased cache consistency algorithm for client caching dbmss,"m tamer özsu, kaladhar voruganti, ronald c unrau",vldb,1998,3885,"{'kaladhar voruganti', 'm tamer özsu', 'ronald c unrau'}",3,3,1.0,53908a7420f70186a0da449753e9a51db7602d9702e3f3d1an asynchronous avoidancebased cache consistency algorithm for client caching dbmssan asynchronous avoidancebased cache consistency algorithm for client caching dbmss
53908a7420f70186a0da4499,"design, implementation, and performance of the lham logstructured history data access method","peter muth, patrick e oneil, achim pick, gerhard weikum",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2024,1,53e9acaeb7602d970368c6ab,"design, implementation, and performance of the lham logstructured history data access method","peter muth, patrick e oneil, achim pick, gerhard weikum",vldb,1998,3882,"{'gerhard weikum', 'peter muth', 'achim pick', 'patrick e oneil'}",4,4,1.0,"53908a7420f70186a0da449953e9acaeb7602d970368c6abdesign, implementation, and performance of the lham logstructured history data access methoddesign, implementation, and performance of the lham logstructured history data access method"
53908a7420f70186a0da4499,"design, implementation, and performance of the lham logstructured history data access method","peter muth, patrick e oneil, achim pick, gerhard weikum",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2024,1,53e9bb80b7602d97047c7fc4,the lham logstructured history data access method,"peter muth, patrick e oneil, achim pick, gerhard weikum",vldb j,2000,4829,"{'gerhard weikum', 'peter muth', 'achim pick', 'patrick e oneil'}",4,4,0.7083333333333333,"53908a7420f70186a0da449953e9bb80b7602d97047c7fc4design, implementation, and performance of the lham logstructured history data access methodthe lham logstructured history data access method"
53908a7420f70186a0da448f,a generic approach to bulk loading multidimensional index structures,"jochen van den bercken, bernhard seeger, peter widmayer",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2025,1,53e9a1bcb7602d9702ab0ad7,a generic approach to bulk loading multidimensional index structures,"jochen van den bercken, bernhard seeger, peter widmayer",vldb,1997,4401,"{'jochen van den bercken', 'peter widmayer', 'bernhard seeger'}",3,3,1.0,53908a7420f70186a0da448f53e9a1bcb7602d9702ab0ad7a generic approach to bulk loading multidimensional index structuresa generic approach to bulk loading multidimensional index structures
53908a7420f70186a0da449b,heterogeneous database query optimization in db2 universal datajoiner,"shivakumar venkataraman, tian zhang",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2026,1,53e9ba4eb7602d9704662886,heterogeneous database query optimization in db2 universal datajoiner,"shivakumar venkataraman, tian zhang",vldb,1998,3694,"{'tian zhang', 'shivakumar venkataraman'}",2,2,1.0,53908a7420f70186a0da449b53e9ba4eb7602d9704662886heterogeneous database query optimization in db2 universal datajoinerheterogeneous database query optimization in db2 universal datajoiner
53908a7420f70186a0da449c,fast highdimensional data search in incomplete databases,"beng chin ooi, cheng hian goh, kianlee tan",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2027,1,53e9a93fb7602d9703294bfc,fast highdimensional data search in incomplete databases,"beng chin ooi, cheng hian goh, kianlee tan",vldb,1998,3984,"{'cheng hian goh', 'beng chin ooi', 'kianlee tan'}",3,3,1.0,53908a7420f70186a0da449c53e9a93fb7602d9703294bfcfast highdimensional data search in incomplete databasesfast highdimensional data search in incomplete databases
53908a7420f70186a0da449d,bank of america case study the information currency advantage,"felipe cariño, mark jahnke",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2028,1,53e9b586b7602d97040c7372,bank of america case study the information currency advantage,"felipe cariño, mark jahnke",vldb,1998,4313,"{'felipe cariño', 'mark jahnke'}",2,2,1.0,53908a7420f70186a0da449d53e9b586b7602d97040c7372bank of america case study the information currency advantagebank of america case study the information currency advantage
53908a7420f70186a0da4492,materialized views selection in a multidimensional database,"elena baralis, stefano paraboschi, ernest teniente",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2030,1,53e99938b7602d9702177541,materialized views selection in a multidimensional database,"elena baralis, stefano paraboschi, ernest teniente",vldb,1997,3143,"{'ernest teniente', 'stefano paraboschi', 'elena baralis'}",3,3,1.0,53908a7420f70186a0da449253e99938b7602d9702177541materialized views selection in a multidimensional databasematerialized views selection in a multidimensional database
53908a7420f70186a0da4498,"ratio rules a new paradigm for fast, quantifiable data mining","flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2031,1,53e9b93eb7602d970452a507,quantifiable data mining using ratio rules,"flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",vldb j,2000,4179,"{'alexandros labrinidis', 'yannis kotidis', 'christos faloutsos', 'flip korn'}",4,4,0.6181818181818182,"53908a7420f70186a0da449853e9b93eb7602d970452a507ratio rules a new paradigm for fast, quantifiable data miningquantifiable data mining using ratio rules"
53908a7420f70186a0da4498,"ratio rules a new paradigm for fast, quantifiable data mining","flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2031,1,53e99fb5b7602d9702891957,"ratio rules a new paradigm for fast, quantifiable data mining","flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",vldb,1998,4298,"{'alexandros labrinidis', 'yannis kotidis', 'christos faloutsos', 'flip korn'}",4,4,1.0,"53908a7420f70186a0da449853e99fb5b7602d9702891957ratio rules a new paradigm for fast, quantifiable data miningratio rules a new paradigm for fast, quantifiable data mining"
53908a7420f70186a0da448c,incremental organization for data recording and warehousing,"h v jagadish, p p s narayan, s seshadri, s sudarshan, rama kanneganti",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2032,1,53e9ad72b7602d970375ed6d,incremental organization for data recording and warehousing,"h v jagadish, p p s narayan, s seshadri, s sudarshan 0001, rama kanneganti",vldb,1997,3454,"{'s seshadri', 'p p s narayan', 'rama kanneganti', 'h v jagadish'}",5,5,0.9754098360655737,53908a7420f70186a0da448c53e9ad72b7602d970375ed6dincremental organization for data recording and warehousingincremental organization for data recording and warehousing
53908a7420f70186a0da447c,data manager for evolvable realtime command and control systems,"eric hughes, roman ginis, bhavani m thuraisingham, peter c krupp, john a maurer",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2033,1,53e9ab0db7602d970348fe05,data manager for evolvable realtime command and control systems,"eric hughes, roman ginis, bhavani m thuraisingham, peter c krupp, john a maurer",vldb,1997,4423,"{'eric hughes', 'bhavani m thuraisingham', 'john a maurer', 'peter c krupp', 'roman ginis'}",5,5,1.0,53908a7420f70186a0da447c53e9ab0db7602d970348fe05data manager for evolvable realtime command and control systemsdata manager for evolvable realtime command and control systems
53908a7420f70186a0da4484,mtree an efficient access method for similarity search in metric spaces,"paolo ciaccia, marco patella, pavel zezula",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2035,1,53e9b1a9b7602d9703c33e40,mtree an efficient access method for similarity search in metric spaces,"paolo ciaccia, marco patella, pavel zezula",vldb,1997,4022,"{'pavel zezula', 'marco patella', 'paolo ciaccia'}",3,3,1.0,53908a7420f70186a0da448453e9b1a9b7602d9703c33e40mtree an efficient access method for similarity search in metric spacesmtree an efficient access method for similarity search in metric spaces
53908a7420f70186a0da4521,mapinfo spatialware a spatial information server for rdbms,chebel mina,vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2036,1,53e9a914b7602d9703266540,mapinfo spatialware a spatial information server for rdbms,chebel mina,vldb,1998,3241,{'chebel mina'},1,1,1.0,53908a7420f70186a0da452153e9a914b7602d9703266540mapinfo spatialware a spatial information server for rdbmsmapinfo spatialware a spatial information server for rdbms
53908a7420f70186a0da4527,is website management a database problem,"daniela florescu, alon y levy, dan suciu",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2037,1,53e9a576b7602d9702e9fa27,is website management a database problem,"daniela florescu, alon y levy, dan suciu",vldb,1998,3142,"{'alon y levy', 'daniela florescu', 'dan suciu'}",3,3,1.0,53908a7420f70186a0da452753e9a576b7602d9702e9fa27is website management a database problemis website management a database problem
53908a7420f70186a0da4526,a database system for realtime event aggregation in telecommunication,"jerry baulier, stephen blott, henry f korth, abraham silberschatz",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2038,1,53e9a894b7602d97031e239d,a database system for realtime event aggregation in telecommunication,"jerry baulier, stephen blott, henry f korth, abraham silberschatz",vldb,1998,4417,"{'henry f korth', 'jerry baulier', 'stephen blott', 'abraham silberschatz'}",4,4,1.0,53908a7420f70186a0da452653e9a894b7602d97031e239da database system for realtime event aggregation in telecommunicationa database system for realtime event aggregation in telecommunication
53908a7420f70186a0da452d,oracle industrial exhibit,amy pogue,vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2039,1,53e99838b7602d970205f54f,oracle industrial exhibit,amy pogue,vldb,1998,3786,{'amy pogue'},1,1,1.0,53908a7420f70186a0da452d53e99838b7602d970205f54foracle industrial exhibitoracle industrial exhibit
53908a7420f70186a0da452f,a single pass computing engine for interactive analysis of vldbs,ted mihalisin,vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2041,1,53e9a7e3b7602d97031206c4,a single pass computing engine for interactive analysis of vldbs,ted mihalisin,vldb,1998,4269,{'ted mihalisin'},1,1,1.0,53908a7420f70186a0da452f53e9a7e3b7602d97031206c4a single pass computing engine for interactive analysis of vldbsa single pass computing engine for interactive analysis of vldbs
53908a7420f70186a0da4524,issues in developing very large data warehouses,"lyman do, pamela drew, wei jin, vish jumani, david van rossum",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2042,1,53e9a4e4b7602d9702e040a1,issues in developing very large data warehouses,"lyman do, pamela drew, wei jin, vish jumani, david van rossum",vldb,1998,4738,"{'vish jumani', 'lyman do', 'wei jin', 'david van rossum', 'pamela drew'}",5,5,1.0,53908a7420f70186a0da452453e9a4e4b7602d9702e040a1issues in developing very large data warehousesissues in developing very large data warehouses
53908a7420f70186a0da452e,datablitz a high performance mainmemory storage manager,"jerry baulier, philip bohannon, s gogate, s joshi, c gupta, a khivesera, henry f korth, peter mcilroy, j miller, p p s narayan, m nemeth, rajeev rastogi, abraham silberschatz, s sudarshan",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2043,1,53e9b4a1b7602d9703fabebc,datablitz a high performance mainmemory storage manager,"jerry baulier, philip bohannon, s gogate, s joshi, c gupta, a khivesera, henry f korth, peter mcilroy, j miller, p p s narayan, m nemeth, rajeev rastogi, abraham silberschatz, s sudarshan 0001",vldb,1998,4009,"{'rajeev rastogi', 'm nemeth', 'jerry baulier', 'a khivesera', 's gogate', 'peter mcilroy', 'c gupta', 'henry f korth', 'p p s narayan', 'j miller', 'philip bohannon', 'abraham silberschatz', 's joshi'}",14,14,0.9900662251655629,53908a7420f70186a0da452e53e9b4a1b7602d9703fabebcdatablitz a high performance mainmemory storage managerdatablitz a high performance mainmemory storage manager
53908a7420f70186a0da4533,the cubetree storage organization,"nick roussopoulos, yannis kotidis",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2044,1,53e99ad7b7602d970235958d,the cubetree storage organization,"nick roussopoulos, yannis kotidis",vldb,1998,3766,"{'nick roussopoulos', 'yannis kotidis'}",2,2,1.0,53908a7420f70186a0da453353e99ad7b7602d970235958dthe cubetree storage organizationthe cubetree storage organization
53908a7420f70186a0da452c,small materialized aggregates a light weight index structure for data warehousing,guido moerkotte,vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2045,1,53e9b152b7602d9703bd4396,small materialized aggregates a light weight index structure for data warehousing,guido moerkotte,vldb,1998,3791,{'guido moerkotte'},1,1,1.0,53908a7420f70186a0da452c53e9b152b7602d9703bd4396small materialized aggregates a light weight index structure for data warehousingsmall materialized aggregates a light weight index structure for data warehousing
53908a7420f70186a0da4523,expiring data in a warehouse,"hector garciamolina, wilburt labio, jun yang",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2046,1,53e9abfeb7602d97035bfb03,expiring data in a warehouse,"hector garciamolina, wilburt labio, jun yang 0001",vldb,1998,3991,"{'hector garciamolina', 'wilburt labio'}",3,3,0.96875,53908a7420f70186a0da452353e9abfeb7602d97035bfb03expiring data in a warehouseexpiring data in a warehouse
53908a7420f70186a0da451f,hash joins and hash teams in microsoft sql server,"goetz graefe, ross bunker, shaun cooper",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2047,1,53e9b10fb7602d9703b8c48f,hash joins and hash teams in microsoft sql server,"goetz graefe, ross bunker, shaun cooper",vldb,1998,3785,"{'shaun cooper', 'goetz graefe', 'ross bunker'}",3,3,1.0,53908a7420f70186a0da451f53e9b10fb7602d9703b8c48fhash joins and hash teams in microsoft sql serverhash joins and hash teams in microsoft sql server
53908a7420f70186a0da4525,reducing the braking distance of an sql query engine,"michael j carey, donald kossmann",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2048,1,53e9a3c1b7602d9702cd5207,reducing the braking distance of an sql query engine,"michael j carey, donald kossmann",vldb,1998,4420,"{'donald kossmann', 'michael j carey'}",2,2,1.0,53908a7420f70186a0da452553e9a3c1b7602d9702cd5207reducing the braking distance of an sql query enginereducing the braking distance of an sql query engine
53908a7420f70186a0da4520,ndsql a multidimensional language for interoperability and olap,"frédéric gingras, laks v s lakshmanan",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2051,1,53e9b9dab7602d97045d1409,ndsql a multidimensional language for interoperability and olap,"frédéric gingras, laks v s lakshmanan",vldb,1998,4408,"{'frédéric gingras', 'laks v s lakshmanan'}",2,2,1.0,53908a7420f70186a0da452053e9b9dab7602d97045d1409ndsql a multidimensional language for interoperability and olapndsql a multidimensional language for interoperability and olap
53908a7420f70186a0da4530,inferring function semantics to optimize queries,"mitch cherniack, stanley b zdonik",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2052,1,53e9bdb9b7602d9704a68e16,inferring function semantics to optimize queries,"mitch cherniack, stanley b zdonik",vldb,1998,4702,"{'stanley b zdonik', 'mitch cherniack'}",2,2,1.0,53908a7420f70186a0da453053e9bdb9b7602d9704a68e16inferring function semantics to optimize queriesinferring function semantics to optimize queries
53908a7420f70186a0da4535,safely and efficiently updating references during online reorganization,"chendong zou, betty salzberg",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2053,1,53e9b634b7602d970418e86a,safely and efficiently updating references during online reorganization,"chendong zou, betty salzberg",vldb,1998,4827,"{'chendong zou', 'betty salzberg'}",2,2,1.0,53908a7420f70186a0da453553e9b634b7602d970418e86asafely and efficiently updating references during online reorganizationsafely and efficiently updating references during online reorganization
53908a7420f70186a0da4529,on the discovery of interesting patterns in association rules,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2054,1,53e9988cb7602d97020c9678,on the discovery of interesting patterns in association rules,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",vldb,1998,3877,"{'sameer mahajan', 'sridhar ramaswamy', 'abraham silberschatz'}",3,3,1.0,53908a7420f70186a0da452953e9988cb7602d97020c9678on the discovery of interesting patterns in association ruleson the discovery of interesting patterns in association rules
53908a7420f70186a0da453b,on optimal node splitting for rtrees,"yván j garcía, mario a lopez, scott t leutenegger",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2055,1,53e9ab00b7602d9703480b8c,on optimal node splitting for rtrees,"yván j garcía, mario a lopez, scott t leutenegger",vldb,1998,3113,"{'scott t leutenegger', 'yván j garcía', 'mario a lopez'}",3,3,1.0,53908a7420f70186a0da453b53e9ab00b7602d9703480b8con optimal node splitting for rtreeson optimal node splitting for rtrees
53908a7420f70186a0da4542,bridging heterogeneity research and practice of database middleware technology,"fernando de ferreira rezende, günter sauter",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2057,1,53e9b9eeb7602d97045ec15b,bridging heterogeneity research and practice of database middleware technology,"fernando de ferreira rezende, günter sauter",vldb,1998,4888,"{'günter sauter', 'fernando de ferreira rezende'}",2,2,1.0,53908a7420f70186a0da454253e9b9eeb7602d97045ec15bbridging heterogeneity research and practice of database middleware technologybridging heterogeneity research and practice of database middleware technology
53908a7420f70186a0da4541,the heterogeneity problem and middleware technology experiences with and performance of database gateways,"fernando de ferreira rezende, klaudia hergula",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2058,1,53e9b7a5b7602d970434da9d,the heterogeneity problem and middleware technology experiences with and performance of database gateways,"fernando de ferreira rezende, klaudia hergula",vldb,1998,3881,"{'klaudia hergula', 'fernando de ferreira rezende'}",2,2,1.0,53908a7420f70186a0da454153e9b7a5b7602d970434da9dthe heterogeneity problem and middleware technology experiences with and performance of database gatewaysthe heterogeneity problem and middleware technology experiences with and performance of database gateways
53908a7420f70186a0da4539,algorithms for mining association rules for binary segmentations of huge categorical databases,"yasuhiko morimoto, takeshi fukuda, hirofumi matsuzawa, takeshi tokuyama, kunikazu yoda",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2060,1,53e9a906b7602d9703258b2a,algorithms for mining association rules for binary segmentations of huge categorical databases,"yasuhiko morimoto, takeshi fukuda, hirofumi matsuzawa, takeshi tokuyama, kunikazu yoda",vldb,1998,3765,"{'takeshi fukuda', 'yasuhiko morimoto', 'takeshi tokuyama', 'kunikazu yoda', 'hirofumi matsuzawa'}",5,5,1.0,53908a7420f70186a0da453953e9a906b7602d9703258b2aalgorithms for mining association rules for binary segmentations of huge categorical databasesalgorithms for mining association rules for binary segmentations of huge categorical databases
53908a7420f70186a0da4536,public a decision tree classifier that integrates building and pruning,"rajeev rastogi, kyuseok shim",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2062,1,53e9aad9b7602d970345a1da,public a decision tree classifier that integrates building and pruning,"rajeev rastogi, kyuseok shim",vldb,1998,3993,"{'rajeev rastogi', 'kyuseok shim'}",2,2,1.0,53908a7420f70186a0da453653e9aad9b7602d970345a1dapublic a decision tree classifier that integrates building and pruningpublic a decision tree classifier that integrates building and pruning
53908a7420f70186a0da4531,starting and sometimes ending a database company,jack a orenstein,vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2063,1,53e9a635b7602d9702f61c6d,starting and sometimes ending a database company,jack a orenstein,vldb,1998,3468,{'jack a orenstein'},1,1,1.0,53908a7420f70186a0da453153e9a635b7602d9702f61c6dstarting and sometimes ending a database companystarting and sometimes ending a database company
53908a7420f70186a0da4547,selectivity estimation in extensible databases  a neural network approach,"m seetha lakshmi, shaoyu zhou",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2065,1,53e9a555b7602d9702e7d62c,selectivity estimation in extensible databases  a neural network approach,"m seetha lakshmi, shaoyu zhou",vldb,1998,3966,"{'m seetha lakshmi', 'shaoyu zhou'}",2,2,1.0,53908a7420f70186a0da454753e9a555b7602d9702e7d62cselectivity estimation in extensible databases  a neural network approachselectivity estimation in extensible databases  a neural network approach
53908a7420f70186a0da453c,materialized view selection for multidimensional datasets,"amit shukla, prasad deshpande, jeffrey f naughton",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2066,1,53e9a4b8b7602d9702dd5e3b,materialized view selection for multidimensional datasets,"amit shukla, prasad deshpande, jeffrey f naughton",vldb,1998,3482,"{'jeffrey f naughton', 'amit shukla', 'prasad deshpande'}",3,3,1.0,53908a7420f70186a0da453c53e9a4b8b7602d9702dd5e3bmaterialized view selection for multidimensional datasetsmaterialized view selection for multidimensional datasets
53908a7420f70186a0da4538,determining text databases to search in the internet,"weiyi meng, kinglup liu, clement t yu, xiaodong wang, yuhsi chang, naphtali rishe",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2067,1,53e9ae17b7602d970382644d,determining text databases to search in the internet,"weiyi meng, kinglup liu, clement t yu, xiaodong wang, yuhsi chang, naphtali rishe",vldb,1998,3763,"{'naphtali rishe', 'weiyi meng', 'yuhsi chang', 'xiaodong wang', 'clement t yu', 'kinglup liu'}",6,6,1.0,53908a7420f70186a0da453853e9ae17b7602d970382644ddetermining text databases to search in the internetdetermining text databases to search in the internet
53908a7420f70186a0da454b,lowcost compensationbased query processing,"øystein grøvlen, sveinolaf hvasshovd, øystein torbjørnsen",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2068,1,53e9b833b7602d97043f27af,lowcost compensationbased query processing,"øystein grøvlen, sveinolaf hvasshovd, øystein torbjørnsen",vldb,1998,4452,"{'sveinolaf hvasshovd', 'øystein grøvlen', 'øystein torbjørnsen'}",3,3,1.0,53908a7420f70186a0da454b53e9b833b7602d97043f27aflowcost compensationbased query processinglowcost compensationbased query processing
53908a7420f70186a0da4549,clustering categorical data an approach based on dynamical systems,"david gibson, jon m kleinberg, prabhakar raghavan",vldb 98 proceedings of the 24rd international conference on very large data bases,1998,2069,1,53e9b92ab7602d97045178e5,clustering categorical data an approach based on dynamical systems,"david gibson, jon m kleinberg, prabhakar raghavan",vldb j,2000,4631,"{'david gibson', 'prabhakar raghavan', 'jon m kleinberg'}",3,3,1.0,53908a7420f70186a0da454953e9b92ab7602d97045178e5clustering categorical data an approach based on dynamical systemsclustering categorical data an approach based on dynamical systems
