paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
539089bb20f70186a0d98add,alphasort a cachesensitive parallel external sort,"chris nyberg, tom barclay, zarka cvetanovic, jim gray, dave lomet",the vldb journal  the international journal on very large data bases,1995,1,53e99d21b7602d97025d7605,alphasort a cachesensitive parallel external sort,"chris nyberg, tom barclay, zarka cvetanovic, jim gray, david b lomet",vldb j,1995,1,1.0,539089bb20f70186a0d98add53e99d21b7602d97025d7605
539089bb20f70186a0d98ad7,tigukat a uniform behavioral objectbase management system,"m tamer özsu, randal peters, duane szafron, boman irani, anna lipka, adriana muñoz",the vldb journal  the international journal on very large data bases  persistent object systems,1995,1,53e9b9dab7602d97045d2f86,tigukat a uniform behavioral objectbase management system,"m tamer özsu, randal j peters, duane szafron, boman irani, anna lipka, adriana muñoz",vldb j,1995,1,1.0,539089bb20f70186a0d98ad753e9b9dab7602d97045d2f86
539089bb20f70186a0d98acf,characterization of database access pattern for analytic prediction of buffer hit probability,"asit dan, philip s yu, jen yao chung",the vldb journal  the international journal on very large data bases,1995,1,53e99d1bb7602d97025d13ce,characterization of database access pattern for analytic prediction of buffer hit probability,"asit dan, philip s yu, jenyao chung",vldb j,1995,1,1.0,539089bb20f70186a0d98acf53e99d1bb7602d97025d13ce
539089bb20f70186a0d98ace,ordered shared locks for realtime databases,"divyakant agrawal, amr el abbadi, richard jeffers, lijing lin",the vldb journal  the international journal on very large data bases,1995,1,53e9a216b7602d9702b1b54d,ordered shared locks for realtime databases,"divyakant agrawal, amr el abbadi, richard jeffers, lijing lin",vldb j,1995,1,1.0,539089bb20f70186a0d98ace53e9a216b7602d9702b1b54d
53908a9620f70186a0da4c5b,declustering databases on heterogeneous disk systems,"ling tony chen, doron rotem, sidhar seshadri",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aecbb7602d97038f67cf,declustering databases on heterogeneous disk systems,"ling tony chen, doron rotem, sridhar seshadri",vldb,1995,1,1.0,53908a9620f70186a0da4c5b53e9aecbb7602d97038f67cf
53908a9620f70186a0da4c5a,near neighbor search in large metric spaces,sergey brin,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9acfeb7602d97036ddaf2,near neighbor search in large metric spaces,sergey brin,vldb,1995,1,1.0,53908a9620f70186a0da4c5a53e9acfeb7602d97036ddaf2
53908a9620f70186a0da4cd8,bigsur a system for the management of earth science data,"paul brown, michael stonebraker",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9bbe0b7602d97048302ae,bigsur a system for the management of earth science data,"paul brown, michael stonebraker",vldb,1995,1,1.0,53908a9620f70186a0da4cd853e9bbe0b7602d97048302ae
53908a9620f70186a0da4ce0,managing a db2 parallel edition database,gilles fecteau,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a32eb7602d9702c36ba1,managing a db2 parallel edition database,gilles fecteau,vldb,1995,1,1.0,53908a9620f70186a0da4ce053e9a32eb7602d9702c36ba1
53908a9620f70186a0da4cd7,valuecognizant speculative concurrency control,"azer bestavros, spyridon braoudakis",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b408b7602d9703efb84c,valuecognizant speculative concurrency control,"azer bestavros, spyridon braoudakis",vldb,1995,1,1.0,53908a9620f70186a0da4cd753e9b408b7602d9703efb84c
53908a9620f70186a0da4cdc,"the clustra telecom database high availability, high throughput, and realtime response","sveinolaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a091b7602d970297bf92,"the clustra telecom database high availability, high throughput, and realtime response","sveinolaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",vldb,1995,1,1.0,53908a9620f70186a0da4cdc53e9a091b7602d970297bf92
53908a9620f70186a0da4cde,procedures in objectoriented query languages,"kazimierz subieta, yahiko kambayashi, jacek leszczylowski",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a0d8b7602d97029c0859,procedures in objectoriented query languages,"kazimierz subieta, yahiko kambayashi, jacek leszczylowski",vldb,1995,1,1.0,53908a9620f70186a0da4cde53e9a0d8b7602d97029c0859
53908a9620f70186a0da4cdf,the fittest survives an adaptive approach to query optimization,"hongjun lu, kianlee tan, son dao",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a408b7602d9702d1f790,the fittest survives an adaptive approach to query optimization,"hongjun lu, kianlee tan, son dao",vldb,1995,1,1.0,53908a9620f70186a0da4cdf53e9a408b7602d9702d1f790
53908a9620f70186a0da4ce4,a scalable architecture for autonomous heterogeneous database interactions,"steven milliner, athman bouguettaya, mike p papazoglou",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9ae17b7602d97038260f1,a scalable architecture for autonomous heterogeneous database interactions,"steven milliner, athman bouguettaya, mike p papazoglou",vldb,1995,1,1.0,53908a9620f70186a0da4ce453e9ae17b7602d97038260f1
53908a9620f70186a0da4cdd,a nonuniform data fragmentation strategy for parallel mainmenory database systems,"n bassiliades, ioannis p vlahavas",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aae5b7602d9703464fa7,a nonuniform data fragmentation strategy for parallel mainmenory database systems,"nick bassiliades, ioannis p vlahavas",vldb,1995,1,1.0,53908a9620f70186a0da4cdd53e9aae5b7602d9703464fa7
53908a9620f70186a0da4cdb,benchmarking spatial join operations with spatial output,"erik g hoel, hanan samet",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b496b7602d9703fa134d,benchmarking spatial join operations with spatial output,"erik g hoel, hanan samet",vldb,1995,1,1.0,53908a9620f70186a0da4cdb53e9b496b7602d9703fa134d
53908a9620f70186a0da4ce6,similarity based retrieval of pictures using indices on spatial relationships,"a prasad sistla, clement t yu, chengwen liu, king liu",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99ea0b7602d970276a77f,similarity based retrieval of pictures using indices on spatial relationships,"a prasad sistla, clement t yu, chengwen liu, kinglup liu",vldb,1995,1,1.0,53908a9620f70186a0da4ce653e99ea0b7602d970276a77f
53908a9620f70186a0da4ceb,accessing a relational database through an objectoriented database interface,"jack a orenstein, d n kamber",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b42fb7602d9703f268fa,accessing a relational database through an objectoriented database interface,"jack a orenstein, d n kamber",vldb,1995,1,1.0,53908a9620f70186a0da4ceb53e9b42fb7602d9703f268fa
53908a9620f70186a0da4cec,db2 query parallelism staging and implementation,yun wang,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b98ab7602d9704577b66,db2 query parallelism staging and implementation,yun wang,vldb,1995,1,1.0,53908a9620f70186a0da4cec53e9b98ab7602d9704577b66
53908a9620f70186a0da4cf0,the oracle warehouse,gary hallmark,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99853b7602d97020893ee,the oracle warehouse,gary hallmark,vldb,1995,1,1.0,53908a9620f70186a0da4cf053e99853b7602d97020893ee
53908a9620f70186a0da4cf6,informixonline xps a dynamically scalable rdbms for open parallel platforms,hannes spintzik,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b4abb7602d9703fb7f06,informixonline xps a dynamically scalable rdbms for open parallel platforms,hannes spintzik,vldb,1995,1,1.0,53908a9620f70186a0da4cf653e9b4abb7602d9703fb7f06
53908a9620f70186a0da4cf5,"db2 common server technology, progress,  directions",bruce g lindsay,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9adfeb7602d970380515c,"db2 common server technology, progress,  directions",bruce g lindsay 0001,vldb,1995,1,1.0,53908a9620f70186a0da4cf553e9adfeb7602d970380515c
53908a9620f70186a0da4cf3,query processing in tertiary memory databases,sunita sarawagi,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b4b4b7602d9703fcca63,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,1,1.0,53908a9620f70186a0da4cf353e9b4b4b7602d9703fcca63
53908a9620f70186a0da4cf2,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kunlung wu, philip s yu, jenyao chung, james z teng",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b40eb7602d9703f04482,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kunlung wu, philip s yu, jenyao chung, james z teng",vldb,1995,1,1.0,53908a9620f70186a0da4cf253e9b40eb7602d9703f04482
53908a9620f70186a0da4cf8,using formal methods to reason about semanticsbased decompositions of transactions,"paul ammann, sushil jajodia, indrakshi ray",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b505b7602d970403b139,using formal methods to reason about semanticsbased decompositions of transactions,"paul ammann, sushil jajodia, indrakshi ray",vldb,1995,1,1.0,53908a9620f70186a0da4cf853e9b505b7602d970403b139
53908a9620f70186a0da4ce3,coloring away communication in parallel query optimization,"waqar hasan, rajeev motwani",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b108b7602d9703b86c7e,coloring away communication in parallel query optimization,"waqar hasan, rajeev motwani",vldb,1995,1,1.0,53908a9620f70186a0da4ce353e9b108b7602d9703b86c7e
53908a9620f70186a0da4cf1,querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l wimmers, mohamed zaït",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99afdb7602d9702389d65,querying shapes of histories,"rakesh agrawal, giuseppe psaila, edward l wimmers, mohamed zaït",vldb,1995,1,1.0,53908a9620f70186a0da4cf153e99afdb7602d9702389d65
53908a9620f70186a0da4ce8,w3qs a query system for the worldwide web,"david konopnicki, oded shmueli",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aa16b7602d97033854d4,w3qs a query system for the worldwide web,"david konopnicki, oded shmueli",vldb,1995,1,1.0,53908a9620f70186a0da4ce853e9aa16b7602d97033854d4
53908a9620f70186a0da4cf4,a data transformation system for biological data sources,"peter buneman, susan b davidson, kyle hart, g christian overton, limsoon wong",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aeb1b7602d97038d2cdb,a data transformation system for biological data sources,"peter buneman, susan b davidson, kyle hart, g christian overton, limsoon wong",vldb,1995,1,1.0,53908a9620f70186a0da4cf453e9aeb1b7602d97038d2cdb
53908a9620f70186a0da4cee,eager aggregation and lazy aggregation,"weipeng p yan, peråke larson",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9abe5b7602d97035a3c5e,eager aggregation and lazy aggregation,"weipeng p yan, peråke larson",vldb,1995,1,1.0,53908a9620f70186a0da4cee53e9abe5b7602d97035a3c5e
53908a9620f70186a0da4ced,duplicate removal in information system dissemination,"tak w yan, hector garciamolina",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b95bb7602d97045473c8,duplicate removal in information system dissemination,"tak w yan, hector garciamolina",vldb,1995,1,1.0,53908a9620f70186a0da4ced53e9b95bb7602d97045473c8
53908a9620f70186a0da4ce9,lmrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a66db7602d9702f9dee9,lmrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,"frank moser, achim kraiss, wolfgang klas",vldb,1995,1,1.0,53908a9620f70186a0da4ce953e9a66db7602d9702f9dee9
53908a9620f70186a0da4ce1,a product specification database for visual prototyping,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99de8b7602d97026a89f1,a product specification database for visual prototyping,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",vldb,1995,1,1.0,53908a9620f70186a0da4ce153e99de8b7602d97026a89f1
53908a9620f70186a0da4cd6,improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer, matthias nicola",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b47db7602d9703f82e4e,improving performance in replicated databases through relaxed coherency,"rainer gallersdörfer, matthias nicola",vldb,1995,1,1.0,53908a9620f70186a0da4cd653e9b47db7602d9703f82e4e
53908a9620f70186a0da4cf7,dynamic multiresource load balancing in parallel database systems,"erhard rahm, robert marek",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aa2cb7602d970339cf69,dynamic multiresource load balancing in parallel database systems,"erhard rahm, robert marek",vldb,1995,1,1.0,53908a9620f70186a0da4cf753e9aa2cb7602d970339cf69
53908a9620f70186a0da4cef,"fast similarity search in the presence of noise, scaling, and translation in timeseries databases","rakesh agrawal, kingip lin, harpreet s sawhney, kyuseok shim",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99fefb7602d97028cc813,"fast similarity search in the presence of noise, scaling, and translation in timeseries databases","rakesh agrawal, kingip lin, harpreet s sawhney, kyuseok shim",vldb,1995,1,1.0,53908a9620f70186a0da4cef53e99fefb7602d97028cc813
53908a9620f70186a0da4ce5,generalized search trees for database systems,"joseph m hellerstein, jeffrey f naughton, avi pfeffer",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99c19b7602d97024c3b5c,generalized search trees for database systems,"joseph m hellerstein, jeffrey f naughton, avi pfeffer",vldb,1995,1,1.0,53908a9620f70186a0da4ce553e99c19b7602d97024c3b5c
53908a9620f70186a0da4cea,aggregatequery processing in data warehousing environments,"ashish gupta, venky harinarayan, dallan quass",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b4e0b7602d9704004dd8,aggregatequery processing in data warehousing environments,"ashish gupta 0001, venky harinarayan, dallan quass",vldb,1995,1,1.0,53908a9620f70186a0da4cea53e9b4e0b7602d9704004dd8
53908a9620f70186a0da4cfd,a cost model for clustered objectoriented databases,"georges gardarin, jeanrobert gruser, zhaohui tang",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a3f4b7602d9702d08fe0,a cost model for clustered objectoriented databases,"georges gardarin, jeanrobert gruser, zhaohui tang",vldb,1995,1,1.0,53908a9620f70186a0da4cfd53e9a3f4b7602d9702d08fe0
53908a9620f70186a0da4cfc,oodb bulk loading revisited the partitionedlist approach,"janet l wiener, jeffrey f naughton",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a2fbb7602d9702c07c03,oodb bulk loading revisited the partitionedlist approach,"janet l wiener, jeffrey f naughton",vldb,1995,1,1.0,53908a9620f70186a0da4cfc53e9a2fbb7602d9702c07c03
53908a9620f70186a0da4cfb,bypassing joins in disjunctive queries,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aa5cb7602d97033cb71d,bypassing joins in disjunctive queries,"michael steinbrunn, klaus peithner, guido moerkotte, alfons kemper",vldb,1995,1,1.0,53908a9620f70186a0da4cfb53e9aa5cb7602d97033cb71d
53908a9620f70186a0da4cf9,a performance evaluation of oid mapping techniques,"andré eickler, carsten andreas gerlhof, donald kossmann",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99fd0b7602d97028aa07b,a performance evaluation of oid mapping techniques,"andré eickler, carsten andreas gerlhof, donald kossmann",vldb,1995,1,1.0,53908a9620f70186a0da4cf953e99fd0b7602d97028aa07b
53908a9620f70186a0da4d7d,os support for vldbs unix enhancements for the teradata data base,"john catozzi, sorana rabinovici",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b46fb7602d9703f70f15,os support for vldbs unix enhancements for the teradata data base,"john catozzi, sorana rabinovici",vldb,1995,1,1.0,53908a9620f70186a0da4d7d53e9b46fb7602d9703f70f15
53908a9620f70186a0da4d81,providing database migration tools  a practicioners approach,andreas meier,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a699b7602d9702fcbde8,providing database migration tools  a practicioners approach,andreas meier,vldb,1995,1,1.0,53908a9620f70186a0da4d8153e9a699b7602d9702fcbde8
53908a9620f70186a0da4d86,from vldb to vmldb very many large data bases dealing with largescale semantic heterogenity,stuart e madnick,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99d58b7602d9702614857,from vldb to vmldb very many large data bases dealing with largescale semantic heterogenity,stuart e madnick,vldb,1995,1,1.0,53908a9620f70186a0da4d8653e99d58b7602d9702614857
53908a9620f70186a0da4d7e,a practical and modular implementation of extended transaction models,"roger s barga, calton pu",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aa32b7602d97033a1147,a practical and modular implementation of extended transaction models,"roger s barga, calton pu",vldb,1995,1,1.0,53908a9620f70186a0da4d7e53e9aa32b7602d97033a1147
53908a9620f70186a0da4d88,applying database technology in the adsm mass storage system,"luisfelipe cabrera, robert rees, wayne hineman",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e999ffb7602d970224bd55,applying database technology in the adsm mass storage system,"luisfelipe cabrera, robert m rees, wayne hineman",vldb,1995,1,1.0,53908a9620f70186a0da4d8853e999ffb7602d970224bd55
53908a9620f70186a0da4d89,type classification of semistructured documents,"markus tresch, neal palmer, allen luniewski",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b381b7602d9703e63e4d,type classification of semistructured documents,"markus tresch, neal palmer, allen luniewski",vldb,1995,1,1.0,53908a9620f70186a0da4d8953e9b381b7602d9703e63e4d
53908a9620f70186a0da4d7f,managing intraoperator parallelism in parallel database systems,"manish mehta, david j dewitt",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b9a7b7602d970459bece,managing intraoperator parallelism in parallel database systems,"manish mehta 0002, david j dewitt",vldb,1995,1,1.0,53908a9620f70186a0da4d7f53e9b9a7b7602d970459bece
53908a9620f70186a0da4d8d,database decentralization  a practical approach,"tor didriksen, césar a galindolegaria, eirik dahle",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9aeebb7602d970391916a,database decentralization  a practical approach,"tor didriksen, césar a galindolegaria, eirik dahle",vldb,1995,1,1.0,53908a9620f70186a0da4d8d53e9aeebb7602d970391916a
53908a9620f70186a0da4d93,promises and realities of active database systems,"eric simon, angelika kotz dittrich",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99967b7602d97021a9954,promises and realities of active database systems,"eric simon, angelika kotz dittrich",vldb,1995,1,1.0,53908a9620f70186a0da4d9353e99967b7602d97021a9954
53908a9620f70186a0da4d8c,retrieval of composite multimedia objects,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9ad63b7602d970374b7f3,retrieval of composite multimedia objects,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",vldb,1995,1,1.0,53908a9620f70186a0da4d8c53e9ad63b7602d970374b7f3
53908a9620f70186a0da4d7b,samplingbased estimation of the number of distinct values of an attribute,"peter j haas, jeffrey f naughton, s seshadri, lynne stokes",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99fd0b7602d97028a969e,samplingbased estimation of the number of distinct values of an attribute,"peter j haas, jeffrey f naughton, s seshadri, lynne stokes",vldb,1995,1,1.0,53908a9620f70186a0da4d7b53e99fd0b7602d97028a969e
53908a9620f70186a0da4d92,databases and workflow management what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99ee6b7602d97027afae9,databases and workflow management what is it all about panel,"andreas reuter, stefano ceri, jim gray, betty salzberg, gerhard weikum",vldb,1995,1,1.0,53908a9620f70186a0da4d9253e99ee6b7602d97027afae9
53908a9620f70186a0da4d91,efficient search of multidimensional btrees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b31bb7602d9703de49f9,efficient search of multidimensional btrees,"harry leslie, rohit jain, dave birdsall, hedieh yaghmai",vldb,1995,1,1.0,53908a9620f70186a0da4d9153e9b31bb7602d9703de49f9
53908a9620f70186a0da4d90,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99d4cb7602d9702603dec,"the hbptree a modified hbtree supporting concurrency, recovery and node consolidation","georgios evangelidis, david b lomet, betty salzberg",vldb,1995,1,1.0,53908a9620f70186a0da4d9053e99d4cb7602d9702603dec
53908a9620f70186a0da4d8e,schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9adfeb7602d970380564e,schema and database evolution in the o2 object database system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",vldb,1995,1,1.0,53908a9620f70186a0da4d8e53e9adfeb7602d970380564e
53908a9620f70186a0da4d85,highconcurrency locking in rtrees,"marcel kornacker, douglas banks",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a326b7602d9702c31476,highconcurrency locking in rtrees,"marcel kornacker, douglas banks",vldb,1995,1,1.0,53908a9620f70186a0da4d8553e9a326b7602d9702c31476
53908a9620f70186a0da4cfa,estimating the selectivity of spatial queries using the correlation fractal dimension,"alberto belussi, christos faloutsos",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b634b7602d970418e6d3,estimating the selectivity of spatial queries using the correlation fractal dimension,"alberto belussi, christos faloutsos",vldb,1995,1,1.0,53908a9620f70186a0da4cfa53e9b634b7602d970418e6d3
53908a9620f70186a0da4d84,mining generalized association rules,"ramakrishnan srikant, rakesh agrawal",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99a62b7602d97022cf246,mining generalized association rules,"ramakrishnan srikant, rakesh agrawal",vldb,1995,1,1.0,53908a9620f70186a0da4d8453e99a62b7602d97022cf246
53908a9620f70186a0da4d7a,generalizing gloss to vectorspace databases and broker hierarchies,"luis gravano, hector garciamolina",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99ea7b7602d97027701a1,generalizing gloss to vectorspace databases and broker hierarchies,"luis gravano, hector garciamolina",vldb,1995,1,1.0,53908a9620f70186a0da4d7a53e99ea7b7602d97027701a1
53908a9620f70186a0da4d8b,processing objectoriented queries with invertible late bound functions,"staffan flodin, tore risch",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b7a5b7602d970434d608,processing objectoriented queries with invertible late bound functions,"staffan flodin, tore risch",vldb,1995,1,1.0,53908a9620f70186a0da4d8b53e9b7a5b7602d970434d608
53908a9620f70186a0da4d8f,flexible relations  operational support of variant relational structures,"christian kalus, peter dadam",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e99ac4b7602d9702343ad0,flexible relations  operational support of variant relational structures,"christian kalus, peter dadam",vldb,1995,1,1.0,53908a9620f70186a0da4d8f53e99ac4b7602d9702343ad0
53908a9620f70186a0da4d82,efficient incremental garbage collection for clientserver object database systems,"laurent amsaleg, michael j franklin, olivier gruber",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9ba17b7602d970461fe2d,efficient incremental garbage collection for clientserver object database systems,"laurent amsaleg, michael j franklin, olivier gruber",vldb,1995,1,1.0,53908a9620f70186a0da4d8253e9ba17b7602d970461fe2d
53908a9620f70186a0da4d87,hot block clustering for disk arrays with dynamic striping,"kazuhiko mogi, masaru kitsuregawa",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9adaab7602d97037a6d7d,hot block clustering for disk arrays with dynamic striping,"kazuhiko mogi, masaru kitsuregawa",vldb,1995,1,1.0,53908a9620f70186a0da4d8753e9adaab7602d97037a6d7d
53908a9620f70186a0da4d7c,opossum desktop schema management through customizable visualization,"eben m haber, yannis e ioannidis, miron livny",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e998f6b7602d97021316c6,opossum desktop schema management through customizable visualization,"eben m haber, yannis e ioannidis, miron livny",vldb,1995,1,1.0,53908a9620f70186a0da4d7c53e998f6b7602d97021316c6
53908a9620f70186a0da4d8a,"very large databases how large, how different",david vaskevitch,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b061b7602d9703ac4f49,"very large databases how large, how different",david vaskevitch,vldb,1995,1,1.0,53908a9620f70186a0da4d8a53e9b061b7602d9703ac4f49
53908a9620f70186a0da4d83,metrics for accessing heterogeneous data is there any hope panel,"leonard j seligman, nicholas j belkin, erich j neuhold, michael stonebraker, gio wiederhold",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9b04eb7602d9703aae87b,metrics for accessing heterogeneous data is there any hope panel,"leonard j seligman, nicholas j belkin, erich j neuhold, michael stonebraker, gio wiederhold",vldb,1995,1,1.0,53908a9620f70186a0da4d8353e9b04eb7602d9703aae87b
53908b2a20f70186a0db90a9,scientific journals extinction or explosion panel,"raghu ramakrishnan, hector garciamolina, gerhard rossbach, abraham silberschatz, gio wiederhold, jaco zijlstra",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9ba39b7602d9704647414,scientific journals extinction or explosion panel,"raghu ramakrishnan, hector garciamolina, gerhard rossbach, abraham silberschatz, gio wiederhold, jaco zijlstra",vldb,1995,1,1.0,53908b2a20f70186a0db90a953e9ba39b7602d9704647414
53908b2a20f70186a0db9743,the double life of the transaction abstraction fundamental principle and evolving system concept,henry f korth,vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a749b7602d9703081985,the double life of the transaction abstraction fundamental principle and evolving system concept,henry f korth,vldb,1995,1,1.0,53908b2a20f70186a0db974353e9a749b7602d9703081985
53908b2a20f70186a0db9742,neurorule a connectionist approach to data mining,"hongjun lu, rudy setiono, huan liu",vldb 95 proceedings of the 21th international conference on very large data bases,1995,1,53e9a042b7602d9702926ac7,neurorule a connectionist approach to data mining,"hongjun lu, rudy setiono, huan liu",vldb,1995,1,1.0,53908b2a20f70186a0db974253e9a042b7602d9702926ac7
5390881220f70186a0d7dbb6,eiha deploying web and wap services using xml technology,"chiara biancheri, jeanchristophe pazzaglia, gavino paddeu",acm sigmod record,2001,2,53e9babab7602d97046e7c3c,eiha deploying web and wap services using xml technology,"chiara biancheri, jeanchristophe r pazzaglia, gavino paddeu",sigmod record,2001,2,1.0,5390881220f70186a0d7dbb653e9babab7602d97046e7c3c
5390881220f70186a0d7dbbb,redesigning distance functions and distancebased applications for high dimensional data,charu c aggarwal,acm sigmod record,2001,2,53e99cc2b7602d9702578f47,redesigning distance functions and distancebased applications for high dimensional data,charu c aggarwal,sigmod record,2001,2,1.0,5390881220f70186a0d7dbbb53e99cc2b7602d9702578f47
5390881220f70186a0d7dbe4,infosphere project system support for information flow applications,"calton pu, karsten schwan, jonathan walpole",acm sigmod record,2001,2,53e9b97cb7602d970456a2b5,infosphere project system support for information flow applications,"calton pu, karsten schwan, jonathan walpole",sigmod record,2001,2,1.0,5390881220f70186a0d7dbe453e9b97cb7602d970456a2b5
5390881220f70186a0d7dbe7,quality of service in multimedia digital libraries,"elisa bertino, ahmed k elmagarmid, mohandsaïd hacid",acm sigmod record,2001,2,53e99d7ab7602d97026369c3,quality of service in multimedia digital libraries,"elisa bertino, ahmed k elmagarmid, mohandsaid hacid",sigmod record,2001,2,1.0,5390881220f70186a0d7dbe753e99d7ab7602d97026369c3
5390881220f70186a0d7dbee,towards knowledgebased digital libraries,"ling feng, marfred a jeusfeld, jeroen hoppenbrouwers",acm sigmod record,2001,2,53e9b565b7602d97040a13bb,towards knowledgebased digital libraries,"ling feng, manfred a jeusfeld, jeroen hoppenbrouwers",sigmod record,2001,2,1.0,5390881220f70186a0d7dbee53e9b565b7602d97040a13bb
