paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,Unnamed: 5_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,Unnamed: 5_df2,jaccard_similarity,ID
53908a7420f70186a0da4677,Exploiting Versions for Handling Updates in Broadcast Disks,"Evaggelia Pitoura, Panos K. Chrysanthis",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9a0a6b7602d97029901cd,Exploiting Versions for Handling Updates in Broadcast Disks.,"Evaggelia Pitoura, Panos K. Chrysanthis",VLDB,1999,,0.7777777777777778,53908a7420f70186a0da467753e9a0a6b7602d97029901cdExploiting Versions for Handling Updates in Broadcast DisksExploiting Versions for Handling Updates in Broadcast Disks.
53908a7420f70186a0da4687,Implementation of SQL3 Structured Types with Inheritance and Value Substitutability,"You-Chin Fuh, Stefan Deßloch, Weidong Chen, Nelson Mendonça Mattos, Brian T. Tran, Bruce G. Lindsay, Linda DeMichel, Serge Rielau, Danko Mannhaupt",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9989bb7602d97020d61e6,Implementation of SQL3 Structured Types with Inheritance and Value Substitutability.,"You-Chin Fuh, Stefan Deßloch, Weidong Chen, Nelson Mendonça Mattos, Brian T. Tran, Bruce G. Lindsay 0001, Linda DeMichel, Serge Rielau, Danko Mannhaupt",VLDB,1999,,0.8181818181818182,53908a7420f70186a0da468753e9989bb7602d97020d61e6Implementation of SQL3 Structured Types with Inheritance and Value SubstitutabilityImplementation of SQL3 Structured Types with Inheritance and Value Substitutability.
53908a7420f70186a0da467d,Probabilistic Optimization of Top N Queries,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9a042b7602d970292b087,Probabilistic Optimization of Top N Queries.,"Donko Donjerkovic, Raghu Ramakrishnan",VLDB,1999,,0.7142857142857143,53908a7420f70186a0da467d53e9a042b7602d970292b087Probabilistic Optimization of Top N QueriesProbabilistic Optimization of Top N Queries.
53908a7420f70186a0da466e,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,"Masahisa Tamura, Masaru Kitsuregawa",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e998fcb7602d97021399e4,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems.,"Masahisa Tamura, Masaru Kitsuregawa",VLDB,1999,,0.8571428571428571,53908a7420f70186a0da466e53e998fcb7602d97021399e4Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster SystemsDynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems.
53908a7420f70186a0da466d,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,"Mary Tork Roth, Fatma Ozcan, Laura M. Haas",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9abf1b7602d97035ace6a,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System.,"Mary Tork Roth, Fatma Ozcan, Laura M. Haas",VLDB,1999,,0.8666666666666667,53908a7420f70186a0da466d53e9abf1b7602d97035ace6aCost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated SystemCost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System.
53908a9620f70186a0da4720,Datawarehousing Has More Colours Than Just Black & White,"Thomas Zurek, Markus Sinnwell",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9a8b0b7602d9703200e80,Datawarehousing Has More Colours Than Just Black & White.,"Thomas Zurek, Markus Sinnwell",VLDB,1999,,0.8,53908a9620f70186a0da472053e9a8b0b7602d9703200e80Datawarehousing Has More Colours Than Just Black & WhiteDatawarehousing Has More Colours Than Just Black & White.
53908a9620f70186a0da4720,Datawarehousing Has More Colours Than Just Black & White,"Thomas Zurek, Markus Sinnwell",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9ba0bb7602d970460b352,Review - Datawarehousing Has More Colours Than Just Black & White.,H. V. Jagadish,ACM SIGMOD Digital Review,1999,,0.6666666666666666,53908a9620f70186a0da472053e9ba0bb7602d970460b352Datawarehousing Has More Colours Than Just Black & WhiteReview - Datawarehousing Has More Colours Than Just Black & White.
53908a9620f70186a0da471c,Generating Call-Level Interfaces for Advanced Database Application Programming,"Udo Nink, Theo Härder, Norbert Ritter",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9ab31b7602d97034bb265,Generating Call-Level Interfaces for Advanced Database Application Programming.,"Udo Nink, Theo Härder, Norbert Ritter",VLDB,1999,,0.7777777777777778,53908a9620f70186a0da471c53e9ab31b7602d97034bb265Generating Call-Level Interfaces for Advanced Database Application ProgrammingGenerating Call-Level Interfaces for Advanced Database Application Programming.
53908a9620f70186a0da4729,"Ordering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, Foreword",,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a5f0b7602d9702f1eb77,"Ordering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, Foreword.",,VLDB,2000,,0.8666666666666667,"53908a9620f70186a0da472953e9a5f0b7602d9702f1eb77Ordering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, ForewordOrdering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, Foreword."
53908a9620f70186a0da4725,"What Do Those Weird XML Types Want, Anyway?",Steven J. DeRose,VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9ab48b7602d97034da0a5,"What Do Those Weird XML Types Want, Anyway?",Steven J. DeRose,VLDB,1999,,1.0,"53908a9620f70186a0da472553e9ab48b7602d97034da0a5What Do Those Weird XML Types Want, Anyway?What Do Those Weird XML Types Want, Anyway?"
53908a9620f70186a0da4726,Loading a Cache with Query Results,"Laura M. Haas, Donald Kossmann, Ioana Ursu",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9ba2db7602d97046371fc,Loading a Cache with Query Results.,"Laura M. Haas, Donald Kossmann, Ioana Ursu",VLDB,1999,,0.7142857142857143,53908a9620f70186a0da472653e9ba2db7602d97046371fcLoading a Cache with Query ResultsLoading a Cache with Query Results.
53908a9620f70186a0da472f,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9ba54b7602d970466d242,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1.",Hans-Jörg Schek,VLDB,2000,,0.8571428571428571,"53908a9620f70186a0da472f53e9ba54b7602d970466d242Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1."
53908a9620f70186a0da472f,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9ba54b7602d970466d248,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2.",Michael L. Brodie,VLDB,2000,,0.8571428571428571,"53908a9620f70186a0da472f53e9ba54b7602d970466d248Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2."
53908a9620f70186a0da472d,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a584b7602d9702eac3cb,Toward Learning Based Web Query Processing.,"Yanlei Diao, Hongjun Lu, Songting Chen, Zengping Tian",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da472d53e9a584b7602d9702eac3cbToward Learning Based Web Query ProcessingToward Learning Based Web Query Processing.
53908a9620f70186a0da4722,Semantic Compression and Pattern Extraction with Fascicles,"H. V. Jagadish, J. Madar, Raymond T. Ng",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9adc7b7602d97037cc2f7,Semantic Compression and Pattern Extraction with Fascicles.,"H. V. Jagadish, J. Madar, Raymond T. Ng",VLDB,1999,,0.75,53908a9620f70186a0da472253e9adc7b7602d97037cc2f7Semantic Compression and Pattern Extraction with FasciclesSemantic Compression and Pattern Extraction with Fascicles.
53908a9620f70186a0da4722,Semantic Compression and Pattern Extraction with Fascicles,"H. V. Jagadish, J. Madar, Raymond T. Ng",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9ad3bb7602d970371c2c0,Review - Semantic Compression and Pattern Extraction with Fascicles.,Richard T. Snodgrass,ACM SIGMOD Digital Review,2000,,0.6,53908a9620f70186a0da472253e9ad3bb7602d970371c2c0Semantic Compression and Pattern Extraction with FasciclesReview - Semantic Compression and Pattern Extraction with Fascicles.
53908a9620f70186a0da4728,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,"Vanja Josifovski, Tore Risch",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e99d65b7602d970262044d,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations.,"Vanja Josifovski, Tore Risch",VLDB,1999,,0.75,53908a9620f70186a0da472853e99d65b7602d970262044dIntegrating Heterogenous Overlapping Databases through Object-Oriented TransformationsIntegrating Heterogenous Overlapping Databases through Object-Oriented Transformations.
53908a9620f70186a0da4728,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,"Vanja Josifovski, Tore Risch",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9a863b7602d97031b1a27,Review - Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations.,Jason Atkins,ACM SIGMOD Digital Review,2000,,0.6,53908a9620f70186a0da472853e9a863b7602d97031b1a27Integrating Heterogenous Overlapping Databases through Object-Oriented TransformationsReview - Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations.
53908a9620f70186a0da4727,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e99bb9b7602d97024615d9,Capturing and Querying Multiple Aspects of Semistructured Data.,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",VLDB,1999,,0.7777777777777778,53908a9620f70186a0da472753e99bb9b7602d97024615d9Capturing and Querying Multiple Aspects of Semistructured DataCapturing and Querying Multiple Aspects of Semistructured Data.
53908a9620f70186a0da4731,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9af8db7602d97039d2df6,INSITE: A Tool for Interpreting Users? Interaction with a Web Space.,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",VLDB,2000,,0.8333333333333334,53908a9620f70186a0da473153e9af8db7602d97039d2df6INSITE: A Tool for Interpreting Users? Interaction with a Web SpaceINSITE: A Tool for Interpreting Users? Interaction with a Web Space.
53908a9620f70186a0da4737,The Challenge of Process Data Warehousing,"Matthias Jarke, Thomas List, Jörg Köller",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b381b7602d9703e63526,The Challenge of Process Data Warehousing.,"Matthias Jarke, Thomas List, Jörg Köller",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da473753e9b381b7602d9703e63526The Challenge of Process Data WarehousingThe Challenge of Process Data Warehousing.
53908a9620f70186a0da473a,Media360 Workflow-Implementing a Workflow Engine Inside a Database,Carsten Blecken,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99d96b7602d97026522ac,Media360 Workflow-Implementing a Workflow Engine Inside a Database.,Carsten Blecken,VLDB,2000,,0.75,53908a9620f70186a0da473a53e99d96b7602d97026522acMedia360 Workflow-Implementing a Workflow Engine Inside a DatabaseMedia360 Workflow-Implementing a Workflow Engine Inside a Database.
53908a9620f70186a0da473d,Process Automation as the Foundation for E-Business,"Fabio Casati, Ming-Chien Shan",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b6b0b7602d97042321a7,Process Automation as the Foundation for E-Business.,"Fabio Casati, Ming-Chien Shan",VLDB,2000,,0.75,53908a9620f70186a0da473d53e9b6b0b7602d97042321a7Process Automation as the Foundation for E-BusinessProcess Automation as the Foundation for E-Business.
53908a9620f70186a0da4724,Comparing Hierarchical Data in External Memory,Sudarshan S. Chawathe,VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9a682b7602d9702fb5b38,Comparing Hierarchical Data in External Memory.,Sudarshan S. Chawathe,VLDB,1999,,0.7142857142857143,53908a9620f70186a0da472453e9a682b7602d9702fb5b38Comparing Hierarchical Data in External MemoryComparing Hierarchical Data in External Memory.
53908a9620f70186a0da4739,Publish/Subscribe on the Web at Extreme Speed,"João Pereira, Françoise Fabret, François Llirbat, Radu Preotiuc-Pietro, Kenneth A. Ross, Dennis Shasha",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9bb0fb7602d97047483c7,Publish/Subscribe on the Web at Extreme Speed.,"João Pereira, Françoise Fabret, François Llirbat, Radu Preotiuc-Pietro, Kenneth A. Ross, Dennis Shasha",VLDB,2000,,0.75,53908a9620f70186a0da473953e9bb0fb7602d97047483c7Publish/Subscribe on the Web at Extreme SpeedPublish/Subscribe on the Web at Extreme Speed.
53908a9620f70186a0da4735,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,"Hongjun Lu, Hongyan Liu",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9abd4b7602d970358c7d2,Decision Tables: Scalable Classification Exploring RDBMS Capabilities.,"Hongjun Lu, Hongyan Liu",VLDB,2000,,0.75,53908a9620f70186a0da473553e9abd4b7602d970358c7d2Decision Tables: Scalable Classification Exploring RDBMS CapabilitiesDecision Tables: Scalable Classification Exploring RDBMS Capabilities.
53908a9620f70186a0da4741,Asera: Extranet Architecture for B2B Solutions,Anil Nori,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99f7fb7602d970285401d,Asera: Extranet Architecture for B2B Solutions.,Anil Nori,VLDB,2000,,0.7142857142857143,53908a9620f70186a0da474153e99f7fb7602d970285401dAsera: Extranet Architecture for B2B SolutionsAsera: Extranet Architecture for B2B Solutions.
53908a9620f70186a0da4743,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",Michael J. Carey,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a343b7602d9702c4a52f,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk).",Michael J. Carey,VLDB,2000,,0.8823529411764706,"53908a9620f70186a0da474353e9a343b7602d9702c4a52fToto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)."
53908a9620f70186a0da4736,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,"Haixun Wang, Carlo Zaniolo",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a263b7602d9702b6afc1,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems.,"Haixun Wang, Carlo Zaniolo",VLDB,2000,,0.8461538461538461,53908a9620f70186a0da473653e9a263b7602d9702b6afc1Using SQL to Build New Aggregates and Extenders for Object- Relational SystemsUsing SQL to Build New Aggregates and Extenders for Object- Relational Systems.
53908a9620f70186a0da4745,A 20/20 Vision of the VLDB-2020?,"S. Misbah Deen, Anant Jhingran, Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a7a6b7602d97030e3e96,A 20/20 Vision of the VLDB-2020?,"S. Misbah Deen, Anant Jhingran, Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold",VLDB,2000,,1.0,53908a9620f70186a0da474553e9a7a6b7602d97030e3e96A 20/20 Vision of the VLDB-2020?A 20/20 Vision of the VLDB-2020?
53908a9620f70186a0da473c,A Case-Based Approach to Information Integration,"Maurizio Panti, Luca Spalazzi, Alberto Giretti",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b917b7602d97044fbcd6,A Case-Based Approach to Information Integration.,"Maurizio Panti, Luca Spalazzi, Alberto Giretti",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da473c53e9b917b7602d97044fbcd6A Case-Based Approach to Information IntegrationA Case-Based Approach to Information Integration.
53908a9620f70186a0da4740,Mining Frequent Itemsets Using Support Constraints,"Ke Wang, Yu He, Jiawei Han",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a57db7602d9702ea96d6,Mining Frequent Itemsets Using Support Constraints.,"Ke Wang, Yu He, Jiawei Han",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da474053e9a57db7602d9702ea96d6Mining Frequent Itemsets Using Support ConstraintsMining Frequent Itemsets Using Support Constraints.
53908a9620f70186a0da471e,Online Dynamic Reordering for Interactive Data Processing,"Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9bbc2b7602d970480bd4c,Online Dynamic Reordering for Interactive Data Processing.,"Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",VLDB,1999,,0.75,53908a9620f70186a0da471e53e9bbc2b7602d970480bd4cOnline Dynamic Reordering for Interactive Data ProcessingOnline Dynamic Reordering for Interactive Data Processing.
53908a9620f70186a0da473f,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"Surajit Chaudhuri, Gerhard Weikum",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b7c1b7602d970436c246,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System.,"Surajit Chaudhuri, Gerhard Weikum",VLDB,2000,,0.8888888888888888,53908a9620f70186a0da473f53e9b7c1b7602d970436c246Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database SystemRethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System.
53908a9620f70186a0da4730,Semantic Access: Semantic Interface for Querying Databases,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a618b7602d9702f4ac91,Semantic Access: Semantic Interface for Querying Databases.,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da473053e9a618b7602d9702f4ac91Semantic Access: Semantic Interface for Querying DatabasesSemantic Access: Semantic Interface for Querying Databases.
53908a9620f70186a0da472e,The Evolution of the Web and Implications for an Incremental Crawler,"Junghoo Cho, Hector Garcia-Molina",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a60ab7602d9702f39d4c,The Evolution of the Web and Implications for an Incremental Crawler.,"Junghoo Cho, Hector Garcia-Molina",VLDB,2000,,0.8333333333333334,53908a9620f70186a0da472e53e9a60ab7602d9702f39d4cThe Evolution of the Web and Implications for an Incremental CrawlerThe Evolution of the Web and Implications for an Incremental Crawler.
53908a9620f70186a0da472a,What Is the Nearest Neighbor in High Dimensional Spaces?,"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9ab97b7602d97035441f3,What Is the Nearest Neighbor in High Dimensional Spaces?,"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",VLDB,2000,,1.0,53908a9620f70186a0da472a53e9ab97b7602d97035441f3What Is the Nearest Neighbor in High Dimensional Spaces?What Is the Nearest Neighbor in High Dimensional Spaces?
53908a9620f70186a0da472b,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b108b7602d9703b87088,The A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation.,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",VLDB,2000,,0.8333333333333334,53908a9620f70186a0da472b53e9b108b7602d9703b87088The A-tree: An Index Structure for High-Dimensional Spaces Using Relative ApproximationThe A-tree: An Index Structure for High-Dimensional Spaces Using Relative Approximation.
53908a9620f70186a0da4744,Automated Selection of Materialized Views and Indexes in SQL Databases,"Sanjay Agrawal, Surajit Chaudhuri, Vivek R. Narasayya",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9bb72b7602d97047b56c0,Automated Selection of Materialized Views and Indexes in SQL Databases.,"Sanjay Agrawal, Surajit Chaudhuri, Vivek R. Narasayya",VLDB,2000,,0.8181818181818182,53908a9620f70186a0da474453e9bb72b7602d97047b56c0Automated Selection of Materialized Views and Indexes in SQL DatabasesAutomated Selection of Materialized Views and Indexes in SQL Databases.
53908a9620f70186a0da472c,Schema Mapping as Query Discovery,"Renée J. Miller, Laura M. Haas, Mauricio A. Hernández",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b4d4b7602d9703ff2ce5,Schema Mapping as Query Discovery.,"Renée J. Miller, Laura M. Haas, Mauricio A. Hernández",VLDB,2000,,0.6666666666666666,53908a9620f70186a0da472c53e9b4d4b7602d9703ff2ce5Schema Mapping as Query DiscoverySchema Mapping as Query Discovery.
53908a9620f70186a0da4721,What can Hierarchies do for Data Warehouses?,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9a360b7602d9702c6e4af,What can Hierarchies do for Data Warehouses?,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",VLDB,1999,,1.0,53908a9620f70186a0da472153e9a360b7602d9702c6e4afWhat can Hierarchies do for Data Warehouses?What can Hierarchies do for Data Warehouses?
53908a9620f70186a0da4738,Fast Time Sequence Indexing for Arbitrary Lp Norms,"Byoung-Kee Yi, Christos Faloutsos",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e998f6b7602d9702136b34,Fast Time Sequence Indexing for Arbitrary Lp Norms.,"Byoung-Kee Yi, Christos Faloutsos",VLDB,2000,,0.7777777777777778,53908a9620f70186a0da473853e998f6b7602d9702136b34Fast Time Sequence Indexing for Arbitrary Lp NormsFast Time Sequence Indexing for Arbitrary Lp Norms.
53908a9620f70186a0da4742,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,"Piotr Indyk, Nick Koudas, S. Muthukrishnan",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9aa80b7602d97033f747b,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches.,"Piotr Indyk, Nick Koudas, S. Muthukrishnan",VLDB,2000,,0.8333333333333334,53908a9620f70186a0da474253e9aa80b7602d97033f747bIdentifying Representative Trends in Massive Time Series Data Sets Using SketchesIdentifying Representative Trends in Massive Time Series Data Sets Using Sketches.
53908a9620f70186a0da471d,DBMSs on a Modern Processor: Where Does Time Go?,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, David A. Wood",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,,53e9a797b7602d97030d29dd,DBMSs on a Modern Processor: Where Does Time Go?,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, David A. Wood",VLDB,1999,,1.0,53908a9620f70186a0da471d53e9a797b7602d97030d29ddDBMSs on a Modern Processor: Where Does Time Go?DBMSs on a Modern Processor: Where Does Time Go?
53908a9620f70186a0da473b,A Scalable Algorithm for Answering Queries Using Views,"Rachel Pottinger, Alon Y. Levy",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9ae17b7602d97038278be,A Scalable Algorithm for Answering Queries Using Views.,"Rachel Pottinger, Alon Y. Levy",VLDB,2000,,0.7777777777777778,53908a9620f70186a0da473b53e9ae17b7602d97038278beA Scalable Algorithm for Answering Queries Using ViewsA Scalable Algorithm for Answering Queries Using Views.
53908a9620f70186a0da47cb,"High-Performance and Scalability through Application Tier,In-Memory Data Management",,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a958b7602d97032b04c3,"High-Performance and Scalability through Application Tier,In-Memory Data Management.",,VLDB,2000,,0.7777777777777778,"53908a9620f70186a0da47cb53e9a958b7602d97032b04c3High-Performance and Scalability through Application Tier,In-Memory Data ManagementHigh-Performance and Scalability through Application Tier,In-Memory Data Management."
53908a9620f70186a0da47cd,Data Mining in the Bioinformatics Domain,Shalom Tsur,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9b32bb7602d9703dfcb36,Data Mining in the Bioinformatics Domain.,Shalom Tsur,VLDB,2000,,0.7142857142857143,53908a9620f70186a0da47cd53e9b32bb7602d9703dfcb36Data Mining in the Bioinformatics DomainData Mining in the Bioinformatics Domain.
53908a9620f70186a0da47d2,Controlling Data Warehouses with Knowledge Networks,"Elvira Schaefer, Jan-Dirk Becker, Andreas Boehmer, Matthias Jarke",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9a39db7602d9702caa267,Controlling Data Warehouses with Knowledge Networks.,"Elvira Schaefer, Jan-Dirk Becker, Andreas Boehmer, Matthias Jarke",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da47d253e9a39db7602d9702caa267Controlling Data Warehouses with Knowledge NetworksControlling Data Warehouses with Knowledge Networks.
53908a9620f70186a0da47da,An Ultra Highly Available DBMS,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, Øystein Torbjørnsen",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e9ab64b7602d97034fd41b,An Ultra Highly Available DBMS.,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, Øystein Torbjørnsen",VLDB,2000,,0.6666666666666666,53908a9620f70186a0da47da53e9ab64b7602d97034fd41bAn Ultra Highly Available DBMSAn Ultra Highly Available DBMS.
53908a9620f70186a0da47dd,The Zero Latency Enterprise,Dave Liles,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99af2b7602d970237ec1a,The Zero Latency Enterprise.,Dave Liles,VLDB,2000,,0.6,53908a9620f70186a0da47dd53e99af2b7602d970237ec1aThe Zero Latency EnterpriseThe Zero Latency Enterprise.
53908a9620f70186a0da47d3,Agora: Living with XML and Relational,"Ioana Manolescu, Daniela Florescu, Donald Kossmann, Florian Xhumari, Dan Olteanu",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,,53e99bdcb7602d9702485bfd,Agora: Living with XML and Relational.,"Ioana Manolescu, Daniela Florescu, Donald Kossmann, Florian Xhumari, Dan Olteanu",VLDB,2000,,0.7142857142857143,53908a9620f70186a0da47d353e99bdcb7602d9702485bfdAgora: Living with XML and RelationalAgora: Living with XML and Relational.
