paper ID,paper title,author names,publication venue,year of publication,index
53908a9620f70186a0da4e45,on the computation of multidimensional aggregates,"sameet agarwal, rakesh agrawal, prasad deshpande, ashish gupta, jeffrey f naughton, raghu ramakrishnan, sunita sarawagi",vldb 96 proceedings of the 22th international conference on very large data bases,1996,2433
53908a9620f70186a0da4ef1,fast incremental maintenance of approximate histograms,"phillip b gibbons, yossi matias, viswanath poosala",vldb 97 proceedings of the 23rd international conference on very large data bases,1997,2442
53908a9720f70186a0da68f3,experimenting nt cluster technology for massive cdr processing,"jeroen wijnands, sietse dijkstra, wijnand derks, willem jonker",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2443
53908a9720f70186a0da68f7,"telecommunications, databases, and evolution",jan arild audestad,dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2444
53908a9720f70186a0da68f5,benchmark for realtime database systems for telecommunications,"jan lindström, tiina niklander",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2445
53908a9720f70186a0da68f9,toward universal information models in enterprise management,jeanphilippe martinflatin,dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2446
53908a9720f70186a0da68fb,replication between geographically separated clusters  an asynchronous scalable replication mechanism for very high availability,"anders björnerstedt, helena ketoja, johan sintorn, martin sköld",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2447
53908a9720f70186a0da68fc,network convergence using universal numbers the upt project,"munir cochinwala, harald hauser, naveen suri",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2448
53908a9720f70186a0da68f4,yima design and evaluation of a streaming media system for residential broadband services,"roger zimmermann, kun fu, cyrus shahabi, didi shuyuen yao, hong zhu",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2449
53908a9720f70186a0da68fe,data warehouse population platform,"jovanka adzic, valter fiore, stefano spelta",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2450
53908a9720f70186a0da68f8,query processing in embedded control programs,"david toman, grant e weddell",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2451
53908a9720f70186a0da68fa,generalized mdjoins evaluation and reduction to sql,"michael o akinde, michael h böhlen",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2452
53908a9720f70186a0da68fd,"ldap, databases and distributed objects towards a better integration","thierry delot, pascal déchamboux, béatrice finance, yann lepetit, gilles lebrun",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2453
53908a9720f70186a0da69f8,exploiting and completing web data sources capabilities,"omar boucelma, mehdi essid, zoé lacroix, abdelkader bétari",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2454
53908a9720f70186a0da68f6,qudas a qosbased brokering architecture for data services,nektarios georgalas,dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2455
53908a9720f70186a0da69fb,integrated xml document management,"huii hsiao, joshua hui, ning li, parag tijare",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2456
53908a9720f70186a0da69f9,"integrating scientific data through external, conceptbased annotations","michael gertz, kaiuwe sattler",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2457
53908a9720f70186a0da6a00,multiuser evaluation of xml data management systems with xmach1,"timo böhme, erhard rahm",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2458
53908a9720f70186a0da69fa,"adaptive xml shredding architecture, implementation, and challenges","juliana freire, jérôme siméon",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2459
53908a9720f70186a0da69ff,data integration using web services,"mark hansen, stuart e madnick, michael siegel",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2460
53908a9720f70186a0da69fe,xbench  a family of benchmarks for xml dbmss,"benjamin b yao, m tamer özsu, john keenleyside",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2461
53908a9720f70186a0da69fc,assessing xml data management with xmark,"albrecht schmidt, florian waas, martin l kersten, michael j carey, ioana manolescu, ralph busse",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2462
53908a9720f70186a0da69fd,a proposal for an xml data definition and manipulation language,"dare obasanjo, shamkant b navathe",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2463
53908a9720f70186a0da6a79,an adaptable and adjustable mapping from xml data to tables in rdb,"wang xiaoling, luan jinfeng, dong yisheng",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2464
53908a9720f70186a0da6a7a,the xoo7 benchmark,"stéphane bressan, mongli lee, ying guang li, zoé lacroix, ullas nambiar",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2465
53908a9720f70186a0da6a7c,xml to relational conversion using theory of regular tree grammars,"murali mani, dongwon lee",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2466
53908a9720f70186a0da6a7e,the michigan benchmark a microbenchmark for xml query processing systems,"kanda runapongsa, jignesh m patel, h v jagadish, shurug alkhalifa",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2467
53908a9720f70186a0da6a7f,efficient structure oriented storage of xml documents using ordbms,"alexander kuckelberg, ralph krieger",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2468
53908a9720f70186a0da6a7d,a new path expression computing approach for xml data,"jianhua lv, guoren wang, jeffrey xu yu, ge yu, hongjun lu, bing sun",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2469
53908a9720f70186a0da6a81,efficient cache answerability for xpath queries,"pedro josé marrón, georg lausen",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2470
53908a9720f70186a0da6a80,webbased integration of printed and digital information,"moira c norrie, beat signer",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2471
53908a9720f70186a0da6a7b,relevance ranking tuning for similarity queries on xml data,"paolo ciaccia, wilma penzo",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2472
53908b2a20f70186a0db90e7,mining sequential alarm patterns in a telecommunication database,"peihsin wu, wenchih peng, mingsyan chen",dbtel 01 proceedings of the vldb 2001 international workshop on databases in telecommunications ii,2001,2477
53908b2a20f70186a0db974d,the persistent cache improving oid indexing in temporal objectoriented database systems,kjetil nørvåg,vldb 99 proceedings of the 25th international conference on very large data bases,1999,2483
53908b2a20f70186a0db9881,integration of xml data,"deise de brum saccol, carlos a heuser",proceedings of the vldb 2002 workshop eextt and caise 2002 workshop dtweb on efficiency and effectiveness of xml tools and techniques and data integration over the webrevised papers,2003,2495
558d71eb0cf2c779a6475fbb,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2000,2496
53908b4920f70186a0dbab18,foreword by the vldb 98 pc chairmen,"o shmueli, j widom",the vldb journal  the international journal on very large data bases,2000,2497
53908b4920f70186a0dbab1a,secure buffering in firm realtime database systems,"binto george, jayant r haritsa",the vldb journal  the international journal on very large data bases,2000,2498
53908b4920f70186a0dbab16,efficient filtering of xml documents with xpath expressions,"cy chan, p felber, m garofalakis, r rastogi",the vldb journal  the international journal on very large data bases,2002,2510
558d71540cf2e667580502e4,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2000,2514
558f361d0cf222bc17bc1c33,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2000,2516
53908b4920f70186a0dbabb5,declarative specification of web sites with s,"mary fern225ndez, daniela florescu, alon levy, dan suciu",the vldb journal  the international journal on very large data bases,2000,2522
5590df830cf25001c36ef980,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2001,2525
558d74990cf2c779a6476088,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1999,2526
558e0a790cf2af9ee80e9eca,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1999,2527
558e99bf0cf222bc17bc14b9,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1998,2530
558d6f270cf222bc17bbf52e,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1998,2532
558e0c1d0cf2af9ee80e9ff2,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1998,2539
558e0eb50cf222bc17bc0272,introduction,"m tamer özsu, stavros christodoulakis",the vldb journal  the international journal on very large data bases,1998,2540
558f42a80cf2e0ca47150ad9,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1997,2554
558f422a0cf2e0ca47150a97,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1997,2556
558f3a860cf2c779a6478c2e,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1997,2559
558f35da0cf222bc17bc1b94,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1998,2576
558cf127e4b00b95a766fdb7,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2000,2587
558f395a0cf2af9ee80ebf61,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1996,2588
558f3bb10cf2af9ee80ec1cb,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1996,2593
558e14970cf222bc17bc05be,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1996,2597
53908b4920f70186a0dbac68,mariposa a widearea distributed database system,"michael stonebraker, paul m aoki, witold litwin, avi pfeffer, adam sah, jeff sidell, carl staelin, andrew yu",the vldb journal  the international journal on very large data bases,1996,2599
53908b4920f70186a0dbabed,sing the truth about ad hoc join costs,"laura m haas, michael j carey, miron livny, amit shukla",the vldb journal  the international journal on very large data bases,1997,2603
558f38fd0cf2e66758051db8,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,1997,2608
53908b4920f70186a0dbacb8,semantic and schematic similarities between database objects a contextbased approach,"vipul kashyap, amit sheth",the vldb journal  the international journal on very large data bases,1996,2610
558f35df0cf2c779a6478675,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2001,2622
558d15440cf2b0acc6504242,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2002,2623
5590cb4f0cf237666fc28b36,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2001,2627
558d0d490cf2b0acc6503fda,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2001,2631
53908b4920f70186a0dbb0ab,approximate query processing using wavelets,"kaushik chakrabarti, minos garofalakis, rajeev rastogi, kyuseok shim",the vldb journal  the international journal on very large data bases,2001,2640
558d6a4d0cf2af9ee80e8f0e,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2002,2643
53908b4920f70186a0dbb0a8,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram, eugene shekita, rimon barr, michael carey, bruce lindsay, hamid pirahesh, berthold reinwald",the vldb journal  the international journal on very large data bases,2001,2644
53908b4920f70186a0dbbf75,privacy in data systems,rakesh agrawal,proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2653
53908b4920f70186a0dbbf79,the view selection problem for xml content based routing,"ashish kumar gupta, dan suciu, alon y halevy",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2654
53908b4920f70186a0dbbf7c,soft stratification for magic set based query evaluation in deductive databases,andreas behrend,proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2655
53908b4920f70186a0dbbf77,the impact of the constant complement approach towards view updating,jens lechtenbörger,proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2656
53908b4920f70186a0dbbf73,an informationtheoretic approach to normal forms for relational and xml data,"marcelo arenas, leonid libkin",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2657
53908b4920f70186a0dbbf76,materializing views with minimal size to answer queries,"rada chirkova, chen li",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2658
53908b4920f70186a0dbbf7a,computing full disjunctions,"yaron kanza, yehoshua sagiv",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2659
53908b4920f70186a0dbbf7f,on producing join results early,"jenspeter dittrich, bernhard seeger, david scot taylor, peter widmayer",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2660
53908b4920f70186a0dbbf7d,query containment and rewriting using views for regular path queries under constraints,"gösta grahne, alex thomo",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2661
53908b4920f70186a0dbbf81,numerical document queries,"helmut seidl, thomas schwentick, anca muscholl",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2662
53908b4920f70186a0dbbf87,maintaining timedecaying stream aggregates,"edith cohen, martin strauss",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2663
53908b4920f70186a0dbbf7b,data exchange getting to the core,"ronald fagin, phokion g kolaitis, lucian popa",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2664
53908b4920f70186a0dbbf84,querypreserving watermarking of relational databases and xml documents,david grossamblard,proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2665
53908b4920f70186a0dbbf83,the complexity of xpath query evaluation,"georg gottlob, christoph koch, reinhard pichler",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2666
53908b4920f70186a0dbbf8d,feasible itemset distributions in data mining theory and application,"ganesh ramesh, william a maniatty, mohammed j zaki",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2667
53908b4920f70186a0dbbf82,typing and querying xml documents some complexity bounds,luc segoufin,proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2668
53908b4920f70186a0dbbf8c,how to quickly find a witness,"daniel kifer, johannes gehrke, cristian bucila, walker white",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2669
53908b4920f70186a0dbbf89,optimal indexing using nearminimal space,"c heeren, h v jagadish, l pitt",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2670
53908b4920f70186a0dbbf72,eservices a look behind the curtain,"richard hull, michael benedikt, vassilis christophides, jianwen su",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2671
53908b4920f70186a0dbbf88,maintaining variance and kmedians over data stream windows,"brain babcock, mayur datar, rajeev motwani, liadan ocallaghan",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2672
53908b4920f70186a0dbbf86,limiting privacy breaches in privacy preserving data mining,"alexandre evfimievski, johannes gehrke, ramakrishnan srikant",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2673
53908b4920f70186a0dbbf85,revealing information while preserving privacy,"irit dinur, kobbi nissim",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2674
53908b4920f70186a0dbbf8b,on the decidability and complexity of query answering over inconsistent and incomplete databases,"andrea calì, domenico lembo, riccardo rosati",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2675
53908b4920f70186a0dbbf8e,whats hot and whats not tracking most frequent items dynamically,"graham cormode, s muthukrishnan",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2676
53908b4920f70186a0dbbf8a,on nearest neighbor indexing of nonlinear trajectories,"charu c aggarwal, dakshi agrawal",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2677
53908b4920f70186a0dbbf80,correlating xml data streams using treeedit distance embeddings,"minos garofalakis, amit kumar",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2678
53908b4920f70186a0dbbf78,viewbased query containment,"diego calvanese, giuseppe de giacomo, maurizio lenzerini, moshe y vardi",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2679
53908b4920f70186a0dbbf7e,concise descriptions of subsets of structured sets,"alberto o mendelzon, ken q pu",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2680
53908b4920f70186a0dbbf74,algorithms for data migration with cloning,"samir khuller, yooah kim, yungchun justin wan",proceedings of the twentysecond acm sigmodsigactsigart symposium on principles of database systems,2003,2681
53908b4920f70186a0dbc50a,lineage tracing for general data warehouse transformations,"y cui, j widom",the vldb journal  the international journal on very large data bases,2003,2684
558ce114612c5d355d0524f1,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2003,2687
5590e1990cf237666fc29852,acm sigmod record,,acm sigmod record,2003,2688
53908b4920f70186a0dbc923,xml schema,"charles e campbell, andrew eisenberg, jim melton",acm sigmod record,2003,2699
53908cde20f70186a0dcde08,"advances in realtime database systems research special section on rtdbs of acm sigmod record 251, march 1996",azer bestavros,"advances in realtime database systems research special section on rtdbs of acm sigmod record 251, march 1996",1996,2704
53908d6520f70186a0dd19fd,rights protection for relational data,"radu sion, mikhail atallah, sunil prabhakar",proceedings of the 2003 acm sigmod international conference on management of data,2003,2708
53908d6520f70186a0dd1a0d,exchanging intensional xml data,"tova milo, serge abiteboul, bernd amann, omar benjelloun, fred dang ngoc",proceedings of the 2003 acm sigmod international conference on management of data,2003,2715
53908d6520f70186a0dd19f7,distributed topk monitoring,"brian babcock, chris olston",proceedings of the 2003 acm sigmod international conference on management of data,2003,2720
53908d6520f70186a0dd1a09,spectral bloom filters,"saar cohen, yossi matias",proceedings of the 2003 acm sigmod international conference on management of data,2003,2721
53908d6520f70186a0dd1a1b,hardware acceleration for spatial selections and joins,"chengyu sun, divyakant agrawal, amr el abbadi",proceedings of the 2003 acm sigmod international conference on management of data,2003,2734
53908d6520f70186a0dd1a2a,abstracts of invited industrial track presentations,zachary ives,proceedings of the 2003 acm sigmod international conference on management of data,2003,2740
53908d6520f70186a0dd1a23,evaluating probabilistic queries over imprecise data,"reynold cheng, dmitri v kalashnikov, sunil prabhakar",proceedings of the 2003 acm sigmod international conference on management of data,2003,2758
53908d6520f70186a0dd1a37,stream the stanford stream data manager demonstration description,"arvind arasu, brian babcock, shivnath babu, mayur datar, keith ito, itaru nishizawa, justin rosenstein, jennifer widom",proceedings of the 2003 acm sigmod international conference on management of data,2003,2760
53908d6520f70186a0dd1a46,the lowell report,"jim gray, hans schek, michael stonebraker, jeff ullman",proceedings of the 2003 acm sigmod international conference on management of data,2003,2763
53908d6520f70186a0dd1a3a,telegraphcq continuous dataflow processing,"sirish chandrasekaran, owen cooper, amol deshpande, michael j franklin, joseph m hellerstein, wei hong, sailesh krishnamurthy, samuel r madden, fred reiss, mehul a shah",proceedings of the 2003 acm sigmod international conference on management of data,2003,2767
53908d6520f70186a0dd1a08,extended wavelets for multiple measures,"antonios deligiannakis, nick roussopoulos",proceedings of the 2003 acm sigmod international conference on management of data,2003,2786
53908e0020f70186a0dd49b8,"analyzing massive data streams past, present, and future",minos garofalakis,dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2791
53908e0020f70186a0dd49bb,processing frequent itemset discovery queries by division and set containment join operators,ralf rantzau,dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2792
53908e0020f70186a0dd49bf,deriving linkcontext from html tag tree,gautam pant,dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2793
53908e0020f70186a0dd49c3,weave amino acid sequences for protein secondary structure prediction,"xiaochun yang, bin wang",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2794
53908e0020f70186a0dd49c4,assuring privacy when big brother is watching,"murat kantarcioĝlu, chris clifton",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2795
53908e0020f70186a0dd49bc,efficient olap operations for spatial data using peano trees,"baoying wang, fei pan, dongmei ren, yue cui, qiang ding, william perrizo",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2796
53908e0020f70186a0dd49ba,clustering binary data streams with kmeans,carlos ordonez,dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2797
53908e0020f70186a0dd49be,graphbased ranking algorithms for email expertise analysis,"byron dom, iris eiron, alex cozzi, yi zhang",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2798
53908e0020f70186a0dd49c0,clustering of streaming time series is meaningless,"jessica lin, eamonn keogh, wagner truppel",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2799
53908e0020f70186a0dd49b9,"a symbolic representation of time series, with implications for streaming algorithms","jessica lin, eamonn keogh, stefano lonardi, bill chiu",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2800
53908e0020f70186a0dd49c5,dynamic inference control,jessica staddon,dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2801
53908e0020f70186a0dd49c2,using transposition for pattern discovery from microarray data,"françois rioult, jeanfrançois boulicaut, bruno crémilleux, jérémy besson",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2802
53908e0020f70186a0dd49c1,a learningbased approach to estimate statistics of operators in continuous queries a case study,"like gao, min wang, x sean wang, sriram padmanabhan",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2803
53908e0020f70186a0dd49bd,clustering gene expression data in sql using locally adaptive metrics,"dimitris papadopoulos, carlotta domeniconi, dimitrios gunopulos, sheng ma",dmkd 03 proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,2003,2804
53908e0020f70186a0dd49b7,proceedings of the 8th acm sigmod workshop on research issues in data mining and knowledge discovery,"mohammed j zaki, charu c aggarwal",8th acm sigmod workshop on research issues in data mining and knowledge discovery  held in conjunction with modpods 2003 conference  colocated with fcrc 2003 conference ,2003,2805
558d15fb0cf2b0acc6504296,acm sigmod record,,acm sigmod record,2003,2823
558c1265612c2ba45fe943e2,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2003,2824
5590d7a40cf2baaad971727d,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2003,2826
558ce019612c5d355d05240c,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2003,2838
5590d5f70cf2baaad9717163,acm sigmod record,,acm sigmod record,2003,2857
5590e06a0cf25001c36efa1f,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2004,2869
5590d1ba0cf2baaad9716ef8,acm sigmod record,,acm sigmod record,2004,2875
5390962020f70186a0df3f50,report on the dagstuhl seminar,"michael gertz, m tamer özsu, gunter saake, kaiuwe sattler",acm sigmod record,2004,2886
558ce34c612c5d355d05268c,the vldb journal  the international journal on very large data bases,,the vldb journal  the international journal on very large data bases,2004,2896
53e9983db7602d9702063cf1,object query standards,andrew e wade,sigmod record,1996,2917
53e9a2ebb7602d9702bf3118,wwwudk a webbased environmental metainformation system,"ralf kramer, ralf nikolai, arne koschel, claudia rolker, peter c lockemann, andree keitel, rudolf legat, konrad zirm",sigmod record,1997,2928
53e9ac38b7602d97035fd442,unpacking the semantics of source and usage to perform semantic reconciliation in largescale information systems,"kenneth p smith, leo obrst",sigmod record,1999,2964
53e9b4efb7602d970401a8a0,simulation data as data streams,"ghaleb abdulla, terence critchlow, william arrighi",sigmod record,2004,2977
53e99fbcb7602d9702898c46,a survey of logical models for olap databases,"panos vassiliadis, timos k sellis",sigmod record,1999,3004
53e9984fb7602d970208642b,the third manifesto,"hugh darwen, c j date",sigmod record,1995,3010
53e9ab65b7602d97035023ec,automata theory for xml researchers,frank neven,sigmod record,2002,3019
53e9adffb7602d9703809a8b,report on the web dynamics workshop at www 2002,"mark levene, alexandra poulovassilis",sigmod record,2002,3020
53e9afacb7602d97039fb80e,a contextaware methodology for very small data base design,"cristiana bolchini, fabio a schreiber, letizia tanca",sigmod record,2004,3021
53e997e9b7602d9701fe4526,book review column,karl aberer,sigmod record,2001,3022
53e9b4a1b7602d9703fad9ff,why and how to benchmark xml databases,"albrecht schmidt 0002, florian waas, martin l kersten, daniela florescu, michael j carey, ioana manolescu, ralph busse",sigmod record,2001,3023
53e9a28ab7602d9702b92b09,report on the mobile search workshop at www 2002,"aya soffer, yoëlle s maarek, baywei chang",sigmod record,2002,3024
53e99b0ab7602d970239c217,reminiscences on influential papers,richard t snodgrass,sigmod record,1998,3025
53e9b47cb7602d9703f80ae7,view maintenance in mobile computing,"ouri wolfson, a prasad sistla, son dao, kailash narayanan, ramya raj",sigmod record,1995,3026
53e9ad87b7602d9703780a0d,business data management for b2b electronic commerce,"christoph quix, mareike schoop, manfred a jeusfeld",sigmod record,2002,3027
53e9b500b7602d970402fdab,spotfire an information exploration environment,christopher ahlberg,sigmod record,1996,3028
53e99813b7602d970202daba,dynamic information visualization,yannis e ioannidis,sigmod record,1996,3029
53e9aa0fb7602d97033792a6,a brief survey of web data extraction tools,"alberto h f laender, berthier a ribeironeto, altigran soares da silva, juliana s teixeira",sigmod record,2002,3030
53e9ad2cb7602d970370ccd1,political winds change direction again,xiaolei qian,sigmod record,1995,3032
53e9b0b2b7602d9703b21cca,"olap, relational, and multidimensional database systems",george colliat,sigmod record,1996,3033
53e99800b7602d970200b5fd,editors notes,michael j franklin,sigmod record,1997,3034
53e9ac4eb7602d970361effd,java support for dataintensive systems experiences building the telegraph dataflow system,"mehul a shah, samuel madden, michael j franklin, joseph m hellerstein",sigmod record,2001,3035
53e9b316b7602d9703ddf961,xpath processing in a nutshell,"georg gottlob, christoph koch, reinhard pichler",sigmod record,2003,3036
53e9aee4b7602d9703911678,relational data sharing in peerbased data management systems,"beng chin ooi, yanfeng shu, kianlee tan",sigmod record,2003,3037
53e9a6dfb7602d97030162b3,theory of answering queries using views,alon y halevy,sigmod record,2000,3038
53e9ab31b7602d97034bb6c4,control strategies for complex relational query processing in shared nothing systems,"lionel brunie, harald kosch",sigmod record,1996,3039
53e9984fb7602d970208510b,treasurers message,joachim hammer,sigmod record,2002,3040
53e9b95bb7602d9704549f06,implementation aspects of an objectoriented dbms,"asuman dogac, mehmet altinel, cetin ozkan, ilker durusoy",sigmod record,1995,3041
53e9aea4b7602d97038c9599,open gis and online environmental libraries,kenn gardels,sigmod record,1997,3042
