,paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,index_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,index_df2,similarity_score,ID,_merge
1195,53908b4920f70186a0dbabee,erratuma database model for object dynamics,"m p papazoglou, b j kr228mer",the vldb journal  the international journal on very large data bases,1997,2611,53e9bc00b7602d970485ce08,erratum a database model for object dynamics,"mike p papazoglou, bernd j krämer",vldb j,1997,4167,0.5913461538461539,53908b4920f70186a0dbabee53e9bc00b7602d970485ce08,left_only
1202,53908b4920f70186a0dbac38,the gmap a versatile tool for physical data independence,"odysseas g tsatalos, marvin h solomon, yannis e ioannidis",the vldb journal  the international journal on very large data bases,1996,2591,53e9b2eab7602d9703da3cb8,review  the gmap a versatile tool for physical data independence,alon y levy,acm sigmod digital review,1999,4537,0.6445161290322581,53908b4920f70186a0dbac3853e9b2eab7602d9703da3cb8,left_only
1240,53908b4920f70186a0dbb0a6,an architecture to support scalable online personalization on the web,"anindya datta, kaushik dutta, debra vandermeer, krithi ramamritham, shamkant b navathe",the vldb journal  the international journal on very large data bases,2001,2635,53e9b5a8b7602d97040f07ca,demonstration enabling scalable online personalization on the web,"kaushik dutta, anindya datta, debra e vandermeer, krithi ramamritham, helen m thomas",vldb,2000,3911,0.5358695652173913,53908b4920f70186a0dbb0a653e9b5a8b7602d97040f07ca,left_only
1268,53908cde20f70186a0dcde08,"advances in realtime database systems research special section on rtdbs of acm sigmod record 251, march 1996",azer bestavros,"advances in realtime database systems research special section on rtdbs of acm sigmod record 251, march 1996",1996,2704,53e9a487b7602d9702da2c2d,advances in realtime database systems research,azer bestavros,sigmod record,1996,3607,0.5470588235294118,53908cde20f70186a0dcde0853e9a487b7602d9702da2c2d,left_only
1288,53908d6520f70186a0dd1a0a,chain operator scheduling for memory minimization in data stream systems,"brian babcock, shivnath babu, rajeev motwani, mayur datar",proceedings of the 2003 acm sigmod international conference on management of data,2003,2713,53e9b02fb7602d9703a8a898,operator scheduling in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",vldb j,2004,4172,0.6619354838709677,53908d6520f70186a0dd1a0a53e9b02fb7602d9703a8a898,left_only
1290,53908d6520f70186a0dd1a0b,processing set expressions over continuous update streams,"sumit ganguly, minos garofalakis, rajeev rastogi",proceedings of the 2003 acm sigmod international conference on management of data,2003,2718,53e9ace2b7602d97036c0862,tracking setexpression cardinalities over continuous update streams,"sumit ganguly, minos n garofalakis, rajeev rastogi",vldb j,2004,4922,0.5666666666666667,53908d6520f70186a0dd1a0b53e9ace2b7602d97036c0862,left_only
1313,53908d6520f70186a0dd1a25,a framework for diagnosing changes in evolving data streams,charu c aggarwal,proceedings of the 2003 acm sigmod international conference on management of data,2003,2745,53e9a85cb7602d97031a708b,a framework for clustering evolving data streams,"charu c aggarwal, jiawei han, jianyong wang, philip s yu",vldb,2003,3103,0.5179591836734694,53908d6520f70186a0dd1a2553e9a85cb7602d97031a708b,left_only
1314,53908d6520f70186a0dd1a25,a framework for diagnosing changes in evolving data streams,charu c aggarwal,proceedings of the 2003 acm sigmod international conference on management of data,2003,2745,53e9aa2bb7602d970339ae46,a framework for change diagnosis of data streams,charu c aggarwal,sigmod conference,2003,3809,0.5916666666666667,53908d6520f70186a0dd1a2553e9aa2bb7602d970339ae46,left_only
1324,53908d6520f70186a0dd1a2f,cmvf a novel dimension reduction scheme for efficient indexing in a large image database,"jialie shen, anne h h ngu, john shepherd, du q huynh, quan z sheng",proceedings of the 2003 acm sigmod international conference on management of data,2003,2778,53e9bad7b7602d9704705e73,combining multivisual features for efficient indexing in a large image database,"anne h h ngu, quan z sheng, du q huynh, ron lei",vldb j,2001,4066,0.5177966101694915,53908d6520f70186a0dd1a2f53e9bad7b7602d9704705e73,left_only
1325,53908d6520f70186a0dd1a30,socqet semantic olap with compressed cube and summarization,"laks v s lakshmanan, jian pei, yan zhao",proceedings of the 2003 acm sigmod international conference on management of data,2003,2747,53e9adc8b7602d97037d1690,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb,2003,3388,0.5153846153846153,53908d6520f70186a0dd1a3053e9adc8b7602d97037d1690,left_only
1328,53908d6520f70186a0dd1a32,griddb a relational interface for the grid,"david t liu, michael j franklin, devesh parekh",proceedings of the 2003 acm sigmod international conference on management of data,2003,2777,53e9a35fb7602d9702c6a77a,griddb a database interface to the grid,"david t liu, michael j franklin, devesh parekh",sigmod conference,2003,4616,0.6888888888888889,53908d6520f70186a0dd1a3253e9a35fb7602d9702c6a77a,left_only
1329,53908d6520f70186a0dd1a32,griddb a relational interface for the grid,"david t liu, michael j franklin, devesh parekh",proceedings of the 2003 acm sigmod international conference on management of data,2003,2777,53e9a80db7602d97031531bb,the design of griddb a datacentric overlay for the scientific grid,"david t liu, michael j franklin",vldb,2004,4311,0.503030303030303,53908d6520f70186a0dd1a3253e9a80db7602d97031531bb,left_only
1333,53908d6520f70186a0dd1a36,pix exact and approximate phrase matching in xml,"sihem ameryahia, mary fernández, divesh srivastava, yu xu",proceedings of the 2003 acm sigmod international conference on management of data,2003,2752,53e99b36b7602d97023d297b,phrase matching in xml,"sihem ameryahia, mary f fernández, divesh srivastava, yu xu",vldb,2003,3354,0.6445454545454545,53908d6520f70186a0dd1a3653e99b36b7602d97023d297b,left_only
1341,53908d6520f70186a0dd1a3e,timber a native system for querying xml,"stelios paparizos, shurug alkhalifa, adriane chapman, h v jagadish, laks v s lakshmanan, andrew nierman, jignesh m patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",proceedings of the 2003 acm sigmod international conference on management of data,2003,2770,53e9b58eb7602d97040d3ec2,timber a native xml database,"h v jagadish, shurug alkhalifa, adriane chapman, laks v s lakshmanan, andrew nierman, stelios paparizos, jignesh m patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",vldb j,2002,4072,0.6499999999999999,53908d6520f70186a0dd1a3e53e9b58eb7602d97040d3ec2,left_only
1353,53908d6520f70186a0dd1a49,data grid management systems,"arun jagatheesan, arcot rajasekar",proceedings of the 2003 acm sigmod international conference on management of data,2003,2766,53e9a81fb7602d9703166b36,grid data management systems  services,"arun jagatheesan, reagan moore, norman w paton, paul watson",vldb,2003,4448,0.6457142857142857,53908d6520f70186a0dd1a4953e9a81fb7602d9703166b36,left_only
1361,5390958920f70186a0deec76,guest editors introduction,karl aberer,acm sigmod record,2003,2807,53e9a37ab7602d9702c86413,advanced xml data processing  guest editors introduction,karl aberer,sigmod record,2001,4769,0.6,5390958920f70186a0deec7653e9a37ab7602d9702c86413,left_only
1412,539095ba20f70186a0df0f14,report on fqas 2002 fifth international conference on flexible query answering systems,"amihai motro, troels andreasen",acm sigmod record,2003,2863,53e99f8cb7602d970285fd04,report on the fourth international conference on flexible query answering systems,"patrick bosc, amihai motro, gabriella pasi",sigmod record,2001,4969,0.502991452991453,539095ba20f70186a0df0f1453e99f8cb7602d970285fd04,left_only
1436,5390962020f70186a0df3f4f,sql2003 has been published,"andrew eisenberg, jim melton, krishna kulkarni, janeike michels, fred zemke",acm sigmod record,2004,2885,53e9acfdb7602d97036d9e4c,sql 2003 has been published,"andrew eisenberg, jim melton, krishna g kulkarni, janeike michels, fred zemke",sigmod record,2004,3256,0.6414285714285715,5390962020f70186a0df3f4f53e9acfdb7602d97036d9e4c,left_only
1492,5390972920f70186a0dfacb6,order preserving encryption for numeric data,"rakesh agrawal, jerry kiernan, ramakrishnan srikant, yirong xu",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,35,53e9b11db7602d9703b9ab51,orderpreserving encryption for numeric data,"rakesh agrawal, jerry kiernan, ramakrishnan srikant, yirong xu",sigmod conference,2004,4340,0.7,5390972920f70186a0dfacb653e9b11db7602d9703b9ab51,left_only
1511,5390972920f70186a0dfacca,estimating progress of execution for sql queries,"surajit chaudhuri, vivek narasayya, ravishankar ramamurthy",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,44,53e9b84ab7602d970440e66e,estimating progress of long running sql queries,"surajit chaudhuri, vivek r narasayya, ravishankar ramamurthy",sigmod conference,2004,3446,0.683531746031746,5390972920f70186a0dfacca53e9b84ab7602d970440e66e,left_only
1513,5390972920f70186a0dfaccc,"highly available, faulttolerant, parallel dataflows","mehul a shah, joseph m hellerstein, eric brewer",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,78,53e9a263b7602d9702b68f8b,"highlyavailable, faulttolerant, parallel dataflows","mehul a shah, joseph m hellerstein, eric a brewer",sigmod conference,2004,4776,0.6499999999999999,5390972920f70186a0dfaccc53e9a263b7602d9702b68f8b,left_only
1524,5390972920f70186a0dfacd7,soundcompass a practical querybyhumming system normalization of scalable and shiftable timeseries data and effective subsequence generation,"naoko kosugi, yasushi sakurai, masashi morimoto",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,75,53e9a789b7602d97030c3360,soundcompass a practical querybyhumming system,"naoko kosugi, yasushi sakurai, masashi morimoto",sigmod conference,2004,3430,0.5333333333333333,5390972920f70186a0dfacd753e9a789b7602d97030c3360,left_only
1559,5390972920f70186a0dfafa4,mining complex matchings across web query interfaces,"bin he, kevin chenchuan chang, jiawei han",proceedings of the 9th acm sigmod workshop on research issues in data mining and knowledge discovery,2004,129,53e99940b7602d970217f0f4,statistical schema matching across web query interfaces,"bin he, kevin chenchuan chang",sigmod conference,2003,3949,0.5094117647058822,5390972920f70186a0dfafa453e99940b7602d970217f0f4,left_only
1566,5390975920f70186a0dfe098,exploring the tradeoff between performance and data freshness in databasedriven web servers,"alexandros labrinidis, nick roussopoulos",the vldb journal  the international journal on very large data bases,2004,153,53e9b20cb7602d9703ca4d3d,balancing performance and data freshness in web database servers,"alexandros labrinidis, nick roussopoulos",vldb,2003,4413,0.6499999999999999,5390975920f70186a0dfe09853e9b20cb7602d9703ca4d3d,left_only
1568,5390975920f70186a0dfe2ab,life science research and data managementwhat can they give each other,amarnath gupta,acm sigmod record,2004,154,53e99c19b7602d97024c482a,life science research and data management,amarnath gupta,sigmod record,2004,3280,0.5916666666666667,5390975920f70186a0dfe2ab53e99c19b7602d97024c482a,left_only
1582,5390975920f70186a0dfe2ba,an early look at xquery api for java xqj,"andrew eisenberg, jim melton",acm sigmod record,2004,165,53e9ab00b7602d97034842b9,an early look at xquery,"jim melton, andrew eisenberg",sigmod record,2002,3597,0.6888888888888889,5390975920f70186a0dfe2ba53e9ab00b7602d97034842b9,left_only
1603,5390979920f70186a0dffb8e,"report on the 3rd web dynamics workshop, at www2004","mark levene, alexandra poulovassilis",acm sigmod record,2004,185,53e9adffb7602d9703809a8b,report on the web dynamics workshop at www 2002,"mark levene, alexandra poulovassilis",sigmod record,2002,3020,0.6499999999999999,5390979920f70186a0dffb8e53e9adffb7602d9703809a8b,left_only
1605,5390979920f70186a0e00cd2,operator scheduling in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",the vldb journal  the international journal on very large data bases,2004,198,53e99f2db7602d97027f8653,chain  operator scheduling for memory minimization in data stream systems,"brian babcock, shivnath babu, mayur datar, rajeev motwani",sigmod conference,2003,4860,0.6619354838709677,5390979920f70186a0e00cd253e99f2db7602d97027f8653,left_only
1609,5390979920f70186a0e00cd5,tracking setexpression cardinalities over continuous update streams,"sumit ganguly, minos garofalakis, rajeev rastogi",the vldb journal  the international journal on very large data bases,2004,196,53e9a7c0b7602d97030fbea0,processing set expressions over continuous update streams,"sumit ganguly, minos n garofalakis, rajeev rastogi",sigmod conference,2003,3823,0.5666666666666667,5390979920f70186a0e00cd553e9a7c0b7602d97030fbea0,left_only
1633,53909f6920f70186a0e3a970,watermarking relational databases,"rakesh agrawal, jerry kiernan",vldb 02 proceedings of the 28th international conference on very large data bases,2002,282,53e9bb0fb7602d970474b559,a system for watermarking relational databases,"rakesh agrawal, peter j haas, jerry kiernan",sigmod conference,2003,4347,0.5621951219512195,53909f6920f70186a0e3a97053e9bb0fb7602d970474b559,left_only
1634,53909f6920f70186a0e3a971,parametric query optimization for linear and piecewise linear cost functions,"arvind hulgeri, s sudarshan",vldb 02 proceedings of the 28th international conference on very large data bases,2002,379,53e9986eb7602d97020ac05e,anipqo almost nonintrusive parametric query optimization for nonlinear cost functions,"arvind hulgeri, s sudarshan 0001",vldb,2003,3493,0.5746898263027296,53909f6920f70186a0e3a97153e9986eb7602d97020ac05e,left_only
1635,53909f6920f70186a0e3a974,streaming queries over streaming data,"sirish chandrasekaran, michael j franklin",vldb 02 proceedings of the 28th international conference on very large data bases,2002,284,53e998c0b7602d97020fc417,psoup a system for streaming queries over streaming data,"sirish chandrasekaran, michael j franklin",vldb j,2003,3897,0.6499999999999999,53909f6920f70186a0e3a97453e998c0b7602d97020fc417,left_only
1652,53909f6920f70186a0e3a99b,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb 02 proceedings of the 28th international conference on very large data bases,2002,318,53e9b082b7602d9703aeb3c1,objectrank authoritybased keyword search in databases,"andrey balmin, vagelis hristidis, yannis papakonstantinou",vldb,2004,3867,0.5722222222222222,53909f6920f70186a0e3a99b53e9b082b7602d9703aeb3c1,left_only
1654,53909f6920f70186a0e3a99b,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb 02 proceedings of the 28th international conference on very large data bases,2002,318,53e9bd87b7602d9704a2f764,efficient irstyle keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",vldb,2003,3835,0.5418803418803418,53909f6920f70186a0e3a99b53e9bd87b7602d9704a2f764,left_only
1661,53909f6920f70186a0e3a9b1,a new passenger support system for public transport using mobile database access,"koichi goto, yahiko kambayashi",vldb 02 proceedings of the 28th international conference on very large data bases,2002,361,53e99b4ab7602d97023ee663,integration of electronic tickets and personal guide system for public transport using mobile terminals,"koichi goto, yahiko kambayashi",sigmod conference,2003,4669,0.51,53909f6920f70186a0e3a9b153e99b4ab7602d97023ee663,left_only
1678,53909f6920f70186a0e3a9cf,atopss a publishsubscribe system supporting approximate matching,"haifeng liu, harno jacobsen",vldb 02 proceedings of the 28th international conference on very large data bases,2002,349,53e9ad8db7602d9703784a16,atopss a publishsubscribe system supporting imperfect information processing,"haifeng liu, hansarno jacobsen",vldb,2004,3764,0.5982758620689654,53909f6920f70186a0e3a9cf53e9ad8db7602d9703784a16,left_only
1696,53909f8c20f70186a0e3fe32,phrase matching in xml,"sihem ameryahia, mary fernández, divesh srivastava, yu xu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,390,53e9b03db7602d9703a9eb2f,pix exact and approximate phrase matching in xml,"sihem ameryahia, mary f fernández, divesh srivastava, yu xu",sigmod conference,2003,4093,0.6445454545454545,53909f8c20f70186a0e3fe3253e9b03db7602d9703a9eb2f,left_only
1707,53909f8c20f70186a0e3fe3d,load shedding in a data stream manager,"nesime tatbul, uğur çetintemel, stan zdonik, mitch cherniack, michael stonebraker",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,409,53e9a145b7602d9702a367b8,operator scheduling in a data stream manager,"donald carney, ugur çetintemel, alex rasin, stanley b zdonik, mitch cherniack, michael stonebraker",vldb,2003,4277,0.5475427350427351,53909f8c20f70186a0e3fe3d53e9a145b7602d9702a367b8,left_only
1715,53909f8c20f70186a0e3fe44,balancing performance and data freshness in web database servers,"alexandros labrinidis, nick roussopoulos",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,401,53e9a101b7602d97029ec4b7,exploring the tradeoff between performance and data freshness in databasedriven web servers,"alexandros labrinidis, nick roussopoulos",vldb j,2004,4903,0.6499999999999999,53909f8c20f70186a0e3fe4453e9a101b7602d97029ec4b7,left_only
1753,53909f8c20f70186a0e3fe68,avoiding sorting and grouping in processing queries,"xiaoyu wang, mitch cherniack",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,440,53e9b929b7602d970451535e,avoiding ordering and grouping in query processing,"xiaoyu wang, mitch cherniack",vldb,2003,3502,0.6888888888888889,53909f8c20f70186a0e3fe6853e9b929b7602d970451535e,left_only
1755,53909f8c20f70186a0e3fe69,operator scheduling in a data stream manager,"don carney, uğur çetintemel, alex rasin, stan zdonik, mitch cherniack, mike stonebraker",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,491,53e9b444b7602d9703f420f1,load shedding in a data stream manager,"nesime tatbul, ugur çetintemel, stanley b zdonik, mitch cherniack, michael stonebraker",vldb,2003,3714,0.5360042735042735,53909f8c20f70186a0e3fe6953e9b444b7602d9703f420f1,left_only
1756,53909f8c20f70186a0e3fe6a,efficient irstyle keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,481,53e9b4b4b7602d9703fccc99,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb,2002,3754,0.5418803418803418,53909f8c20f70186a0e3fe6a53e9b4b4b7602d9703fccc99,left_only
1800,53909f8c20f70186a0e3fe93,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,466,53e9b3c1b7602d9703eae2eb,socqet semantic olap with compressed cube and summarization,"laks v s lakshmanan, jian pei, yan zhao",sigmod conference,2003,4091,0.5153846153846153,53909f8c20f70186a0e3fe9353e9b3c1b7602d9703eae2eb,left_only
1808,53909f8c20f70186a0e3fe9b,grid data management systems  services,"arun jagatheesan, reagan moore, norman w paton, paul watson",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,484,53e99a2bb7602d97022880bb,data grid management systems,"arun jagatheesan, arcot rajasekar",sigmod conference,2003,4111,0.6457142857142857,53909f8c20f70186a0e3fe9b53e99a2bb7602d97022880bb,left_only
1813,53909f8c20f70186a0e4018e,whither data mining,"rakesh agrawal, ramakrishnan srikant",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,507,53e99b36b7602d97023d6d1b,privacypreserving data mining,"rakesh agrawal, ramakrishnan srikant",sigmod conference,2000,4592,0.6499999999999999,53909f8c20f70186a0e4018e53e99b36b7602d97023d6d1b,left_only
1822,53909f8c20f70186a0e401a6,xwave optimal and approximate extended wavelets,"sudipto guha, chulyun kim, kyuseok shim",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,562,53e99f34b7602d970280260f,xwave approximate extended wavelets for streaming data,"sudipto guha, chulyun kim, kyuseok shim",vldb,2004,4429,0.611111111111111,53909f8c20f70186a0e401a653e99f34b7602d970280260f,left_only
1827,53909f8c20f70186a0e401b4,networkaware query processing for streambased applications,"yanif ahmad, uğur çetintemel",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,528,53e9a12ab7602d9702a19db5,networked query processing for distributed streambased applications,"yanif ahmad, ugur çetintemel",vldb,2004,3653,0.6794354838709677,53909f8c20f70186a0e401b453e9a12ab7602d9702a19db5,left_only
1832,53909f8c20f70186a0e401bd,objectrank authoritybased keyword search in databases,"andrey balmin, vagelis hristidis, yannis papakonstantinou",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,543,53e9b4b4b7602d9703fccc99,discover keyword search in relational databases,"vagelis hristidis, yannis papakonstantinou",vldb,2002,3754,0.5722222222222222,53909f8c20f70186a0e401bd53e9b4b4b7602d9703fccc99,left_only
1838,53909f8c20f70186a0e401d5,a framework for projected clustering of high dimensional data streams,"charu c aggarwal, jiawei han, jianyong wang, philip s yu",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,636,53e9a85cb7602d97031a708b,a framework for clustering evolving data streams,"charu c aggarwal, jiawei han, jianyong wang, philip s yu",vldb,2003,3103,0.6818181818181818,53909f8c20f70186a0e401d553e9a85cb7602d97031a708b,left_only
1866,53909f8c20f70186a0e40212,an automatic data grabber for large web sites,"valter crescenzi, giansalvatore mecca, paolo merialdo, paolo missier",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,612,53e99dabb7602d97026695ad,roadrunner automatic data extraction from dataintensive web sites,"valter crescenzi, giansalvatore mecca, paolo merialdo",sigmod conference,2002,3922,0.5011904761904762,53909f8c20f70186a0e4021253e99dabb7602d97026695ad,left_only
1867,53909f8c20f70186a0e40212,an automatic data grabber for large web sites,"valter crescenzi, giansalvatore mecca, paolo merialdo, paolo missier",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,612,53e9a089b7602d970296f76e,roadrunner towards automatic data extraction from large web sites,"valter crescenzi, giansalvatore mecca, paolo merialdo",vldb,2001,3377,0.5595238095238095,53909f8c20f70186a0e4021253e9a089b7602d970296f76e,left_only
1870,53909f8c20f70186a0e40215,green query optimization taming query optimization overheads through plan recycling,"parag sarda, jayant r haritsa",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,611,53e9a4aab7602d9702dc99ed,plastic reducing query optimization overheads through plan recycling,"vibhuti s sengar, jayant r haritsa",sigmod conference,2003,4139,0.5427272727272727,53909f8c20f70186a0e4021553e9a4aab7602d9702dc99ed,left_only
1879,558ce80de4b0bb3102a0c8ac,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004,193,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,0.5049056603773585,558ce80de4b0bb3102a0c8ac53e99b04b7602d97023955a6,left_only
1904,558e0ef80cf2af9ee80ea1e6,guest editorial,"paolo atzeni, alberto o mendelzon",the vldb journal  the international journal on very large data bases,2000,2515,53e9bc2db7602d970489c13e,guest editorial databases and the web,"paolo atzeni, alberto o mendelzon",vldb j,2000,4063,0.5333333333333333,558e0ef80cf2af9ee80ea1e653e9bc2db7602d970489c13e,left_only
1906,558f35580cf222bc17bc1a3d,reminiscences on influential papers,kenneth a ross,acm sigmod record,2000,1897,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,0.5049056603773585,558f35580cf222bc17bc1a3d53e99b04b7602d97023955a6,left_only
1917,558f39730cf222bc17bc20ff,guest editorial,matthias jarke,the vldb journal  the international journal on very large data bases,1998,2537,53e99796b7602d9701f5cf1d,guest editorial,"philip a bernstein, yannis e ioannidis, raghu ramakrishnan",vldb j,2003,4060,0.7,558f39730cf222bc17bc20ff53e99796b7602d9701f5cf1d,left_only
1918,558f39730cf222bc17bc20ff,guest editorial,matthias jarke,the vldb journal  the international journal on very large data bases,1998,2537,53e99796b7602d9701f5cf1f,guest editorial,"amr el abbadi, gunter schlageter, kyuyoung whang",vldb j,2001,4153,0.7,558f39730cf222bc17bc20ff53e99796b7602d9701f5cf1f,left_only
1930,5590d0800cf25001c36ef0ad,reminiscences on influential papers,kenneth a ross,acm sigmod record,2002,1742,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,0.5049056603773585,5590d0800cf25001c36ef0ad53e99b04b7602d97023955a6,left_only
1936,5590d1070cf25001c36ef105,reminiscences on influential papers,kenneth a ross,acm sigmod record,2001,1911,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,0.5049056603773585,5590d1070cf25001c36ef10553e99b04b7602d97023955a6,left_only
1948,5590d37b0cf237666fc290d2,reminiscences on influential papers,kenneth a ross,acm sigmod record,2003,1973,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,0.5049056603773585,5590d37b0cf237666fc290d253e99b04b7602d97023955a6,left_only
1958,5590da7c0cf2baaad9717432,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004,215,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,0.5049056603773585,5590da7c0cf2baaad971743253e99b04b7602d97023955a6,left_only
1976,5590e04a0cf25001c36efa09,reminiscences on influential papers,kenneth a ross,acm sigmod record,2004,166,53e99b04b7602d97023955a6,reminiscences an influential papers,"kenneth a ross, minos n garofalakis, jeffrey f naughton",sigmod record,2003,2933,0.5049056603773585,5590e04a0cf25001c36efa0953e99b04b7602d97023955a6,left_only
